original,Malith,Abhaya
යසෝමැනිකේ,යසෝමැනිකේ,යසෝමැනිකේ
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
නාගහවත්ත,නාගනවත්ත,නාගගහවත්ත
ඇතිගේ,ඇතිගේ,ඇතිගේ
ටයිටස්,ටයිටස්,ටයිටස්
යුගනේශ්වරි,යුගඔනේශ්වර්,යුගනේශ්වරට්
ඉඳුනිල්,ඛඛේඞඝඛඉඳුනිල්,ඉඳුනිල්ං
රංජන්,රංජන්,රාජන්
පමෝද්,පමාද,ඞඛපමෝද්ං
ඇල්ලේ,ඇල්ලේ,ඞඈඇල්ලේ
රංජිත්,රංජිත්,රාජත්
නාරම්මල,නාරම්මම,නාරම්මල
චමුද්දික,චමුද්දිඛ,චමුද්දික
ප්‍රසන්න,ප්‍රසන්න,ප්‍රසන්න
හර්ෂ,ආර්ෂ,ගර්ෂ
සෙව්වන්දි,සෙච්වන්දි,සසෙච්චන්දි
කුමාර,කුමාර,කුමාර
නිමල්,නිමල්,නිමල්
අක්බර්,අබ්බර්,අක්බර්
හේවාවිතාරණ,භේචාවිතාරණ,හේවාවිතාරණ
ගෙදර,ගෙර,ගෙර
නව්ෆ්ර්ඩීන්,නව්ෆ්ර්ඩීන්,නව්ෆ්ර්ඩීන්
චාමලී,චාමලී,චාමලී
ගුරුගේ,ඞගුරුගේ,ගුරුගේ
සරත්,සරත්,සරත්
චන්ද්‍රදාස,චන්ද්‍රදාස,ඞසඨචන්දදාස
කොටුවේගොඩ,බකොටුවේගොඩ,කොටුවේගොඩ
විජයතුංග,චිජයතුංග,චවිජයතුග
බස්නාගොඩ,බස්නාගොඩං,බස්නාගොඩ
චන්දිමාලි,ඞචන්දමාලි,චනදිමාලි
පේඩිගේ,ඞපේඩිගේ,ජපේඩිගේ
ධනන්ජන්,රථධනන්ජන්,ඞධනන්ජන්
අබ්දුල්,අබ්දුල්,අබදුල්
චතුරංග,චතුරංග,චතුරංග
බද්දේගමගේ,බද්දේගමගේ,බද්දේගමගේ
සදතිලින,සදනිලින,ඞඇසදඳතිලින
සොයිසා,සොයිසා,සොයිසා
ඊස්වරනාදන්,ඊස්චරනාදන්,ඊස්වරනාදන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ප්‍රභාත්,ප්‍රහතාත්,ප්‍රභාත්
රාජපක්‍ෂ,රාජපක්ස,උරාජපක්තු
විනයගමූර්ති,චිනයගමූරිති,විනයගමූර්ති
ඉස්මා,ඉස්මා,ඉස්මා
මහින්දිකා,මහින්දිකා,ඞතමහින්දිකාං
මහාදේවන්,මහාදේවන්,මහාදේවන්
නයිනා,නයිනා,නයිනා
ඉලන්දරගේ,ඉලන්දරගේ,ඉලන්දරගේට
අදම්,අමි,අදම්
මොරටුවගේ,මොරටුවගේ,මොරටුවගේට
ශිරෝමනි,ගන්‍රිරෝමනි,ශිරෝමනි
රජ්වර්,රිජීවවර,රජ්වර්
එරංග,වරංග,එරංග
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මනෝජ්,ඞමනෝජථජ්ං,මනෝජ්
හර්ෂ,භනර්ෂ,සර්
නිමේෂා,නිමේෂා,නිමේෂා
කීරගල,ඞඝකීරගල,කීරල
ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ
දිලිනි,දුලිනි,ඉඳිලිනි
ජයසූරිය,ජයසූර්ය,ජයසූරිය
නිලුකා,නිලූකා,ඞඝනිලූකා
සිත්ති,සිත්ති,සිත්ති
යෝගේන්ද්‍රන්,යෝගේන්දුන්,යෝගේන්දන්
සුෆෙයිකා,සුෆෙයිකා,සුෆෙයිකා
ඉළුක්කුඹුරෙ,ඉළුක්කුඹුරෙ,ඉළුක්කුමුරෙ
වෙරෝනී,ේඞවෙරෝනී,ඞවෙරෝතී
සඳමාලි,සඳමාලි,සඳමාලි
චතුර,චතුර,එතර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කැලුම්,කැලම්,කැලුම්
ලෙවල්කඩ,ලෙවල්කඩ,ලෙවල්කඩ
විතාරණගෙ,විතාරණගෙ,විතාරණගෙ
සඳමාලි,සඳමාලි,ඞසඳමාලි
ලක්මාල්,ලක්මාල්,සජඡලක්මාල්
හේරත්,හේරත්,හේරත්
ප්‍රනාන්දු,ඞඇප්‍රනාන්ද්‍රං,ප්‍රනාන්ද්‍ර
ආනන්දන්,ආනන්දන්,ආනන්දන්
කන්සුල්,කන්සුල්,ඞකන්යුල්
දේවගේ,ඞදේවගේ,දේවගේ
ගම්මන්පිල,ගම්මන්පිල,ගම්මන්පිල
රත්නසිංගම්,රත්නසිංගම්,රත්නසිංගම්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ගමරාලලාගේ,ගමරාලලාගේ,ගමරාලලාගේ
චාමර,චොාමම,චාමර
නෙත්සර,ේශනෙත්සර,ඛඞශනෙත්සර
ඉන්ද්‍රානි,ඉන්දානි,ඉන්දානි
නදුන්,නරුන්,නානන්
ගෙදර,ගෙදර,ගෙදර
කාවින්ද,කාචින්ලද,ඞඛකාවින්ද
සමන්,සමන්,සමන්
යමුනා,සිමුනා,යමුනා
කොඩිතුවක්කු,කොඩිතුවක්කු,කොඩිතුවක්කු
සමරජීව,සමරපීව්,ඞසමරජීව
තුල්ෂා,පතුල්ෂා,උඑතුල්ෂා
මහගම්මුල්ල,මහගම්මුල්ලං,මහගම්මුල්ල
අයුෂ්,අයල්,අයුර්
අනෝමා,අනෝමා,අනෝමාං
ප්‍රනාන්දු,එනාන්දු,ප්‍රනාන්ද්‍ර
නානායක්කාරගේ,නානායක්කාරගේ,නානායක්කාරගේ
දික්වත්තේ,දික්වත්තේ,දික්වත්තේ
සංගීතා,සංගීතා,ඛඞඉසංගීතා
ප්‍රනාන්දු,ප්‍රනාන්ථද්‍රං,ප්‍රනාන්දු
දේසින්,දෙසින්,දේසින්
මහින්ද,ඛඞඝමහනින්ද,මගින්ද
හරිත,හරත,හර්ත
රත්නායක,රත්නායක,රත්නායය
අමාලි,අමාලි,අමාලි
අත්තනායක,අත්තනායක,අත්තනායක
මොහමඩ්,මොහමඩ්,මොහමඩ්
මැණිකේ,ඞමැණිකේ,ඞමැණිකේ
ජයසුන්දර,ජයසුන්දර,ජයසුන්දර
ජයවර්ධන,ජයවර්ධන,ජයවර්ධන
කුමාර්,කුමාර,කුමාර්
නැකත්,නැකස්,නැතත්
දයානන්ද,දයානන්ද,දයානන්ද
එදිරිසිංහලාගේ,චිදිරිසිංහලාගේ,එදිරිසිංහලාගේ
දිලුනි,දිලිනි,දිලුනි
සංජිත්,සංජපිත්,සංජිත්
සුරවීර,සුරවීර,සුරවීර
මේනකා,මේනකා,මේනකා
වඩුගේ,වඩුගේ,වඩුගේ
ඉෂාරි,ගොර,පොරි
සුසෑන්,සුසෑන්,ංසුසැන්
ලද්දුව,ලුද්දුව,ලද්දුව
සංජීවනී,ඞඈසංජීවනී,ේඞඨසංජීවනී
කුමාරි,කුමාර,කුමාරි
මීරස්සායිබු,මිීරස්සායිබු,මීරස්සායිබු
රපියාන්,රජියාන්,රපියාන්
කුමාරි,කුමාර්,කුමාරි
රසිකා,රසිකා,රසිකා
ගෙදර,ේගෙදරර,ගෙදර
අනුරාධා,අනුරාධා,අනුරාධා
අලකොලවැවේ,අලකොලවැවේ,අලකොලවැවේ
ගුණසේකර,ගුණසේකර,ගුණසේකර
සේනාරත්න,එසස්නාරත්න,සේනාරත්න
අන්තෝනිගේ,අන්තෝනිගේ,අන්තෝනිගේං
වීරවර්ණපටබැඳී,වීරවර්ණපටබැඳි,වීරවර්ණපටබැඳි
වර්ණකුලසූරිය,වර්ණකුලයූරය,වර්ණකුලසූරිය
මෝහනක්‍රිෂ්ණන්,මෝහනඛ්‍රිෂ්ණන්,මෝහනක්‍රිෂ්ණන්
විමල්,විමල්,විමල්
රුද්‍රිගු,රිදුගු,රඳගු
වසන්තා,චසන්තා,ඞසඛවසන්තා
පාඹුල්,පාඹුල්,ඞපාඹුල්
අයේෂා,අයේෂා,අයේෂාං
බංඩාරලාගේ,බංඩාරලාගේ,බංඩාරලාගේ
කඹුරාවල,කමුරාවල,කඹුරාවල
විජේසිංහ,වචිජේසිංගර,ඞවිපේසිංහං
පතිරණගේ,පතිරණගේප,පතිරණගේ
ගුණතිලක,ගුණතිලක,ගුණතිලක
යකාහේවයලාගේ,යකාහේවයලාගේ,යකාහේවයලාගේ
තෙන්නකෝන්,තෙන්නකෝන්,තෙන්නකෝන්ං
කාසිම්,කාසිම්,කාසිම්
කපුගේ,කපුගේ,කපුගේ
වර්ණසූරිය,වර්ණසූරය,ඞඇවර්ණසූරිය
ජයන්ති,ජයන්නි,ජයන්ති
වික්‍රම,විමම,විත්‍රමු
නවීන්,නරින්,ග්නවීන්
රුප්පේගෙදර,රැජ්පේගෙදර,රුප්පේගෙදර
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේට
පේමාවතී,ෂපේමාවනතී,පේමාවතී
තරිඳු,නරරු,තරිදු
කුලතුංග,කුලතංග,කුලතුංග
ප්‍රසන්න,ප්‍රසන්න,ප්‍රසන්න
සංජය,සංජය,සංජය
නිරූපා,නිරූපා,නනිරුපා
ලකීෂා,ලබ්ෂා,ඞඛහඋලකීෂා
ගිහාන්,ඞඛගහිනාන්,ගිගශාන්
කුඹුරේගම,කුඹුරේගම,කුඹුරේගම
නිමාෂා,නිමාෂා,නිමාෂා
විජේරත්න,විජේරත්න,විජේරත්න
රත්නායක,රන්නාශක,රත්නායක
සිවමලර්,සිවමලර්,ඛශඉසිවමලර්
වීරසිංහ,ඞඈවචිීරසිංහ,වීරසිංහ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුස්තාර්,මුස්තාර්,ඞසඞමුස්තාර්
කලයිවානි,කලයිවානි,කලයිවානි
මේනකා,මේනනා,මේනකා
නිල්මිණි,ඞනිල්මිනි,නිල්මිනි
මුතුතන්ත්‍රිගේ,මුතුතන්තිගේ,මුතුතන්ත්‍රිගේ
එදිරිසිංහ,චිදිරිසිංර,ඞඅඑදිරිසිග
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
රත්නායක,රත්නායක,රත්නායක
උෂාන්,දිෂාන්,දාන්
පින්දෙනියගේ,පින්දෙනියගේ,පින්දෙනියගේ
හේවාවසම්,හේවාවසම්,හේවාවසම්
ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර,ප්‍රනාන්දු
පෙරේරා,පෙරේරා,පෙරේරා
සංජීව,සංජීව,සංජව
විජිත,විජිත,විජිත
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
පසිඳු,පසිදු,පසිදු
ගල්ගොඩගේ,ගල්ගොඩගේ,ගල්ගොඩගේ
සමරවීර,සමරවීර,සමරවීර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මල්ලිකා,මල්ලිකා,මල්ලිකා
සිමියොන්,සිම්යොන්,සිමියොන්
කුසුමාවතී,කුසුමාවතී,සකුසුමාවතී
පේඩිගේ,ජපේඩිගේ,පේඩිගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
ආදිනාදන්,උඊඇආදිනාදන්,ආදිනාදන්
ඉබ්‍රාහීම්,ඞඉබ්‍රාහ්ම්,ඉබ්‍රාහ්ම්
ලොකුමැනිකා,ලොකුමැනිකා,ලොකුමැනිකා
මනතුංග,ඞමනතුංග,ඈමනතුංග
ඉඳුනිල්,ඉඳුනිල්,ඉඳුනිල්
ලෝකනාථා,ලෝකනාථා,ලෝකනාථා
ක්රිශාන්ත,ක්රශාන්නත,කරිශාන්ත
අතපත්තු,අතපත්තු,ඞඅතපත්තු
සුවෙන්දිරන්,සුවෙන්දිරන්,සුවෙන්දිරන්
චතුර,තර,චතුර
කැකිරිගොඩ,කැකිරිගොඩ,කැකිරිගොඩ
සින්නවයිරන්,සින්නවයිරන්,සින්නවයිරන්
සමන්ත,සමන්ත,සමන්ත
මනන්නලාගේ,මනන්නලාගේ,මනන්නලාගේ
රත්නගොඩ,රත්නගොඩ,රත්නගොඩ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දිසානායක,දිසානායක,දිසානායක
ජයතිලක,ජයතිලක,ේඞශජයතිලකම
නිරෝෂීනී,නිරෝෂීනී,නිරෝෂීනී
කුමාර,කුමාර,කුමාර
මුදිතා,වූර්‍යතා,මුදිතා
සඳමාලි,සඳමාලි,ධේසසඳමාලි
අමිල,අම්ම,අම්ල
මුදියාන්සේලාගේ,මුදියාන්සේලාගේ,මුදියාන්සේලාගේ
කෙම්පිටියේ,කෙම්පිටියේ,කෙම්පිටියේ
කොඩිතුවක්කු,බොඩිබුවක්කු,කොඩිතුවක්කු
සමරසිං,සමරසිං,ඞසමරසිං
රසාංග,ේඨශඈරසාංග,රසාංග
කොරොන්චිගේ,කොරොන්චිගේ,කොරොන්චිගේ
අලවතුපිටිය,අලචතුපිටිය,අලවතුපිටිය
කොස්ම,කොස්ම,කොස්ම
බුහාර්ඩින්,බුහඞනාර්ඩීන්,ඝබුහාර්ඩින්
‍ප්‍රියන්ත,ඞප්‍රියන්තන,ඛඞඝප්‍රියන්ත
