name,label
ප්‍රදීප්,1
ළුදරදුර,0
දීප,0
අත්තනපොල,1
අත්තනපොල,0
අත්තනපොල,0
නිපුන්,1
ඩනිස්,1
චනිස්,0
සෙයිනුලාබ්දීන්,1
ඔසසයිනුලාබිදින්,0
සෙයිනුලාබදීන්,0
දේවානන්ද,1
දේවානන්ද,0
දේවානන්ද,0
රාජපක්ෂ,1
ඞඈඋථරාජපක්ෂ,0
සම්පත්,1
යසම්පත්,0
උදයන්ත,1
ඞඋදයන්ත,0
රණසිංහ,1
රණසිංං,0
ඞරණසිං,0
ටෂ්මිලා,1
ට්‍රෂ්මිලළා,0
ඞව්ෂ්මිලා,0
ෂන්මුගප්‍රියා,1
මන්මුගප්‍රිසා,0
හන්දි,1
හන්ද,0
ගන්ද,0
අප්සරා,1
සේනාරත්න,1
සේනාරන්න,0
සේනාරත්න,0
ජයවර්ණ,1
ජයවරණ,0
ඞජයවර්ණ,0
අනුරාධා,1
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
ලියනගේ,1
ලියනගේ,0
ඞඇලියනගේ,0
මල්ලිකා,1
ඞමල්ලිකා,0
ඞමල්ලිකා,0
අතුකෝරාල,1
අතුකෝරාල,0
අතුකෝරාලං,0
වීරසිංහගේ,1
වීරසිංහගේ,0
වීරසිංහගේ,0
පරසුරාමන්,1
මාවලගෙදර,1
ගුරුගේ,1
ඞහගුරුගේ,0
ගුරුගේ,0
වීසින්,1
විසින්,0
විසින්,0
ශ්‍රියන්ත,1
ශ්‍රියන්න,0
ප්‍රදීප්,1
ප්‍රුදුිප්,0
පදය,0
සුමේෂ්,1
ඞකසසුමේෂ,0
සුමේෂ්,0
මැදගොඩ,1
මැදගොඩ,0
මැදගොඩ,0
බණ්ඩාර,1
හීනටිමුල්ලගේ,1
හීනටිමුල්ලගේ,0
ගීනටිමුල්ලගේ,0
සොඳරන්,1
සොඳරන්,0
ඞසොඳරන්,0
ගෙදර,1
හේමලතා,1
හේමලතා,0
හේමලතා,0
මානගේ,1
මානගේ,0
ඞඉමානගේ,0
දිසානායක,1
නලින්,1
නතළින්,0
ගල්හේනගේ,1
ගල්හේනගේ,0
ගල්හේනගේ,0
ශ්‍රියානි,1
සමෝද්යා,1
සමෝදයා,0
සමෝද්යා,0
ඉල්ලියාස්,1
ඞඉේලියාස්,0
ඞඉල්ලියාස්,0
විතානගේ,1
චිතානගේ,0
විතානගේ,0
ප්‍රතිභා,1
හමීඩ්,1
හම්ඩවි,0
හේනයලාගේ,1
හේනයලාගේ,0
හේනයලාගේ,0
ඉශංකා,1
ඞඔශෙංකා,0
අඉඅඉශංකා,0
වෙදරාලගේ,1
වෙදරාලගේ,0
වෙදරාලගේ,0
රණතුංග,1
ඞරණතුංග,0
බුලත්වැලගෙදර,1
මාරසිංහ,1
නිමාලිකා,1
ඞනිමාලිකා,0
කුමාරදාසගේ,1
කුමාරදාසගේ,0
කුමාරදාසගේට,0
කංකානමලාගේ,1
කංකානමලාගේ,0
කංකානමලාගේ,0
ෂලනි,1
පලනි,0
ෂතනනි,0
කාංචනා,1
කාන්තිවතී,1
කාන්නිචවතී,0
ගුණවර්ධන,1
චන්දිම,1
චන්දල,0
හාලිරා,1
නොලිරා,0
හේන්පිටගේ,1
හේන්පිටගේ,0
හේන්පිටගේ,0
මනුජ,1
මනුජු,0
මනුරු,0
කංකානමලාගේ,1
කංකානමලාගේ,0
කංකානමලාගේ,0
සඳමාලි,1
ඞසඳමාලි,0
අයිවන්,1
ේඅයිවන්,0
චන්ද්‍රසිරි,1
චන්ද්‍රසිර්,0
චන්දසිරි,0
අසුරුල්,1
අයුරුල්,0
ඞඅසුරුල්ං,0
ගයාන්,1
කුමාරි,1
කුමාර්,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ඈඅආරච්චිගේ,0
තොමරාසන්,1
තභොමරාසන්,0
තොමරාසන්,0
රොහාන්,1
රොහාන්,0
රොහාන්,0
මදනායක,1
සුමිත්‍ත්‍රා,1
සඇසුම්ත්ටර්‍රා,0
ඛසඇඅසුමිත්ත්‍රා,0
වනිගසූරිය,1
වනිගසූරය,0
පීරිස්,1
පිට්ස්,0
පිරිස්,0
ලක්‍ෂමී,1
ඞලක්ෂමේ,0
ේසඨලක්මේ,0
මිනෝන්,1
ඞමිීිනෝන්,0
ඞමිනෝන්ං,0
වීරකත්ති,1
ඞවචීරකත්ති,0
විරකත්ති,0
රත්නායක,1
ඈජරත්නායක,0
වත්තලගේ,1
චත්තලගේ,0
චත්තලගේ,0
මොහම්මඩ්,1
මොහම්මඩ්,0
හමොහම්මඩ්,0
කාංචනා,1
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
නිල්මිණි,1
නිල්මිනි,0
ඞතනිල්මිනි,0
විජයලත්ගේ,1
විජයලත්ගේ,0
විජයලත්ගේට,0
මොහමඩ්,1
මොනමඩ්,0
මොහමඩ්,0
සවින්ද,1
සච්න්ථ්‍ර,0
දිලිනි,1
කස්තුරි,1
කස්තරු,0
වන්නිආරච්චිගේ,1
වන්නිආරච්චිගේ,0
වන්නිආරච්චිගේ,0
තරංගා,1
ඞනරංගා,0
සලීම්,1
අතලේ,1
ඞඅතලේ,0
ේඞඅතලේ,0
මධුසංඛ,1
ඞමධුසංඞඛ,0
ඛඞසමධුසංම්,0
ක්‍රෙෂාන්,1
ඞඝක්‍රෙමුන්,0
නදීකා,1
නදළබා,0
ගමගේ,1
ඞගමගේ,0
ගමගේ,0
මංජුල,1
ඞමංජුළලු,0
නාගයියා,1
රාමර්,1
රාම්,0
රාමර,0
නන්ද,1
ප්‍රනාන්දු,1
ප්‍රනාන්ද්‍ර,0
ප්‍රනාන්ද්‍ර,0
තොම්මගේ,1
තොම්මගේ,0
තොම්මගේ,0
ප්‍රදීප්,1
පුදිජි,0
ප්‍රදීජ,0
පතිරගේ,1
පතිරගේ,0
පතිරගේ,0
ගෙදර,1
සංජීව,1
සංපීව්,0
ශිරෝමි,1
ඉශිරෝම්,0
ශගිරෝම්,0
ලේකමලාගේ,1
ලේකමලාගේ,0
ලේකමලාගේ,0
මොහමඩ්,1
මොහමඩ්,0
ඞඝමොහමඩ්,0
හේරත්,1
ඞහනේරත්,0
ගේරත්,0
වික්‍රමසිංහ,1
ඞඈවික්‍රමසිංං,0
මුදියන්සේලාගේ,1
මුද්‍රයන්සේලාගේ,0
මුදියන්සේලාගේ,0
ඉන්ද්‍රා,1
මන්දා,0
ඉන්දා,0
ගාල්ලාගේ,1
ගාල්ලාගේ,0
ගාල්ලාගේ,0
ගෝබිගා,1
ඞගෝබගා,0
ඛඞඝගෝබ්ගා,0
ප්‍රබෝධ,1
ප්‍රබෝධ,0
ඞඉප්‍රබෝොධ,0
ලහිරු,1
චමින්ද,1
චම්න්දු,0
චන්ද්‍රසේකර,1
චන්දුසේකර,0
චන්දුසේකර,0
නන්දනී,1
ේඞනන්දනී,0
නන්හි,0
ගමගේ,1
ගමගේ,0
ගමගේ,0
චන්ද්‍රේශ්වරී,1
චන්දේශ්වර්,0
චන්දේශ්වරට්,0
ආචාරිගේ,1
ආචාරදගේ,0
ඨඈඅආචාරිගේ,0
මල්මාලබදුගේ,1
මල්මාලබදුගේ,0
මල්මාලබදුගේ,0
වෙදලැ,1
වෙලද,0
වෙදල,0
යද්දෙහි,1
යද්දෙනි,0
යුද්දෙනි,0
සරත්,1
කුමාර,1
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
ජයංක,1
පිලත්,0
ජයක්,0
මනන්නලාගේ,1
මනන්නලාගේ,0
මනන්නලාගේ,0
නිසංසලා,1
විතාරමලාගේ,1
චිතාරමලාගේ,0
විතාරමලාගේ,0
ගයනි,1
කෝරළගේ,1
කෝරළගේ,0
කෝරළගේ,0
කොන්පුටුගොඩගේ,1
කොන්පුටුගොඩගේ,0
කොන්පුටුගොඩගේ,0
තවරාජන්,1
බවරාජන්,0
ඞතවරාජන්,0
හෙට්ටි,1
ඞභෙට්ට්ි,0
ඞහෙට්ථටි,0
වියන,1
චිත,0
හල්ලුවේ,1
ඞසහල්ලූවේ,0
හල්ලූවේ,0
ෆාරියා,1
ෆාර්යා,0
වාරයා,0
බණ්ඩාර,1
බංඩාර,1
සෆ්රි,1
සෆ්රා,0
රන්චපුරගේ,1
රන්චපුරගේ,0
රන්චපුරගේ,0
පියතිලක,1
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්,0
කෝරලගේ,1
කෝරලගේ,0
කෝරලගේ,0
හල්නෙත්ති,1
තල්නෙන්ති,0
ශහල්නෙත්ති,0
අයිදුරුස්,1
අසයිදුරැස්,0
අසිදුරුස්,0
පුෂ්ප,1
පුෂ්ග,0
ජුප,0
දිනේෂ්,1
දිනේෂ්,0
ඞදිනේෂ්,0
තිරුචෙල්වම්,1
නිරැචෙල්වම්,0
වීරසූරිය,1
චිරසූර්ය,0
කුමාරි,1
කුමාර්,0
අරුන්කුමාර්,1
අරුන්තුමාර්,0
බංඩාර,1
රමිදු,1
එම්දු,0
රඑම්දු,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
අදස්සූරිය,1
අදස්සූරය,0
ඞඅදස්සූරිය,0
මධුශංක,1
බානගල,1
බානනගගු,0
ගුණරත්න,1
ගුණරන්න,0
රාමනායක,1
ජයසූරිය,1
පයයූරය,0
නිරෝෂනී,1
නිරෝෂනී,0
නිරෝෂනී,0
ඉහල,1
හෙ,0
තාජුදීන්,1
ඞතාරුදීන්,0
තාපුදීන්,0
හේරත්හාමිගේ,1
හේරත්හාමිගේ,0
හේරත්හාමිගේ,0
දසනායක,1
වික්‍රමවර්ධන,1
චික්‍රමවර්ධන,0
කසුනි,1
බසුනිං,0
කුමුදු,1
කමුදු,0
සුබයිර්,1
සුබයිරි,0
පිටගම්පොලගේ,1
පිටගම්පොලගේ,0
පිටගම්පොලගේ,0
ලයනල්,1
ඞඉලයනල්,0
ආරච්චිලාගේ,1
ආරච්චිලාගේ,0
ආරච්චිලාගේ,0
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්,0
පීල්ලලාගේ,1
පිීල්ලලාගේ,0
පීල්ලලාගේ,0
අරපුලි,1
ඞඅරපුලි,0
සුනේත්‍රා,1
සුනේත්‍රාං,0
සුනේත්‍රාං,0
උඩගෙදරයලාය,1
උඩගෙදරයලායට,0
හේමන්ත,1
හේමන්ත,0
ශහේමන්තං,0
ජයසේකර,1
ජයසේකර,0
ඞජයසේකර,0
තත්සර,1
රත්නායක,1
‍ප්‍රියන්ත,1
ඞප්‍රියන්න,0
ප්‍රියන්ත,0
තාරක,1
අකුරුකලවිටගේ,1
අකුරැකලවිටගේ,0
අකුරැකලවිටගේ,0
සෆ්රීන්,1
යසෆ්වන්,0
කපුවාගේ,1
කපුවාගේ,0
හකපුවාගේ,0
රඩ්ණවරතන්,1
රඬඩ්ණවරතනන්,0
කුමාරි,1
කුමාර,0
සද්ධාතිලක,1
රාමර්,1
ගම්,0
තුෂාරි,1
බාර,0
ලොකුලියනගේ,1
ලොකුලියනගේ,0
ලොකුලියනගේං,0
කුඹුරේ,1
කුඹුරේ,0
කුඹුරේ,0
හසිත,1
නසිබ,0
පතිරන්නැහැලාගේ,1
පතිරන්නැහැලාගේ,0
පතිරන්නැහැලාගේ,0
නාරායන,1
නාරායයා,0
ගනාරායය,0
කරුණාසේන,1
කරුණාසේන,0
කරුණාසේන,0
මානෙල්,1
මානෙල්ං,0
පියංකර,1
පිගංකර,0
කුමාරසිරි,1
ඞකුමාරසිරදි,0
තිසර,1
චාන්දනී,1
චාන්දන්,0
ඤසචාන්දනි,0
අප්පුගේ,1
අර්පුගේ,0
අප්පුගේ,0
පටබැඳිගේ,1
පටබැඳිගේ,0
පටබැඳිගේ,0
මුහමඩ්,1
මුහමඩ්ි,0
ශමුගමඩ්,0
පට්ටිය,1
අට්ට්ය,0
පව්ට්ය,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
උක්කුවා,1
උඛ්කචා,0
උක්තුවා,0
සමීර,1
සමිර,0
උබයිදුල්ලා,1
උබසිදුල්ලා,0
සුමිත්,1
සුම්ත්,0
කාවින්ද,1
ඞකාචින්ද,0
කාචින්ද,0
ජයසිංහ,1
ජයසිංංං,0
රුවන්තිකා,1
රැචන්නිකා,0
රැචන්තිකා,0
උදයංග,1
උටයාංග,0
මාගම්මන,1
වත්සලා,1
චත්සලා,0
පෙරුමලාගේ,1
පෙරැමලාගේ,0
පෙරුමලාගේ,0
ගිහාන්,1
ගිනාන්,0
කුමාරගමගේ,1
කුමාරගමගේ,0
කුමාරගමගේ,0
සිරිසේන,1
සිරිසේන,0
ඞඉඝසිරිසේන,0
අනුර,1
යතුර,0
වික්‍රම,1
විටම,0
පන්නිල,1
ඞඝපන්නිල,0
මංගලිකා,1
සොමිරත්න,1
සොම්රත්න,0
සොමිරත්න,0
නිර්මාන්,1
අප්පුවාදුර,1
අප්පුවාදුඋරට,0
සුදම්,1
නසුදුම්,0
සුම්,0
හිත්තැටියේ,1
හින්තැටියේ,0
හිත්තැටියේ,0
රශිනි,1
රගිනි,0
රයිනි,0
හේවාගේ,1
ඞහේවාගේ,0
ඞහේවාගේ,0
ජයසක්,1
පයසක්,0
දිසානායක,1
අමිත,1
අමත,0
ඉදිපොලගේ,1
ඉදිපොලගේ,0
ඉදිපොලගේ,0
සුනේත්‍රා,1
ධදගඝසසුනේත්‍රා,0
සුනේත්‍රා,0
පෙරේරා,1
ඞසඉපෙරේරා,0
පෙරේරා,0
කුමාරසිරි,1
කුූමාරසිථ,0
හකුමාරසිරි,0
පේඩිගේ,1
ඞපේඩිගේ,0
පේඩිගේ,0
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්ං,0
නදුන්,1
චෛදුන්,0
බණ්ඩාර,1
සඈබණ්ඩාර,0
ඉස්මත්,1
ේඉස්මත්,0
මායන්ඩි,1
ඛඞමායන්ඩි,0
ඞමායන්ඩ්ි,0
බණ්ඩාර,1
ඞබණ්ඩාර,0
දේශානි,1
ඞදේශානි,0
දේශානි,0
අධිකාරි,1
අධිකාර්,0
නයනා,1
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
සාලිහු,1
සාලිනු,0
ඞශඇසාලිහු,0
පුෂ්පකුමාරි,1
පුෂ්පකුමාර,0
වැඩුම්පුලි,1
චන්න,1
ච්න්න,0
එන්න,0
ගජේන්ද්‍ර,1
ඞගපජපේන්දු,0
ගපේන්ද,0
මල්කාන්ති,1
ඞලේකාන්ති,0
මින්නතුල්,1
ඞහම්න්නතුල්,0
පල්ලේහාගෙදර,1
පල්ලේහාගෙදර,0
පල්ලේහාගෙදර,0
අසංගිකා,1
ඞඅසංගිකා,0
මල්ලවගේ,1
මල්ලවගේ,0
මල්ලවගේ,0
මිල්රඩ්,1
මිල්රඩි,0
ලියනගේ,1
ලියනගේ,0
ලියනගේ,0
කෞෂල්‍යා,1
කෞෂල්‍යා,0
කෞෂල්‍යා,0
කන්නන්ගර,1
ලක්මාල්,1
ගමගේ,1
ගමගේ,0
ගමගේ,0
ගෙදර,1
ධනංජනි,1
ඞඩිතංජනි,0
පතිරත්නගේ,1
පතිරත්නගේ,0
පතිරත්නගේක,0
අමරාපති,1
අත්තනායක,1
ප්‍රනාන්දු,1
එනාන්දු,0
බුද්ධික,1
බුද්ධිධ,0
රන්දිවල,1
ේසඈඇරන්ද්‍රවළතං,0
ඛඞේඝඞරන්දිල,0
සිල්වා,1
මාදන,1
නදිකා,1
සුබ්‍රායන්,1
සුබායන්,0
දිල්හාරා,1
දිල්නාරා,0
රාජපක්‍ෂ,1
රාජපක්පත,0
රාජපක්ඩවඨස,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
කුමාර,1
රාමායි,1
උජරාමායි,0
සලුජ,1
සලුූල්,0
සලුජු,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
දිසානායක,1
බමුණුරත්න,1
බමුණුරන්න,0
හබරකඩ,1
ෘඋහබරකඩ,0
ලෙනගල,1
කුමාරි,1
කුමාර,0
රුක්මල්,1
රැක්මල්,0
බුද්ධික,1
බුද්ධිය,0
සිංගරාසා,1
ඞසිංගරාසා,0
ආරියරත්න,1
ආදර්යරත්න,0
ගව්තම්,1
සගචිතම්,0
ඛඞගවිතම්,0
සමන්ත,1
බණ්ඩාර,1
ඞඉබණ්ඩාර,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
පෙරුමබදුගේ,1
පෙරැමබදුගේ,0
පෙරුමබදුගේ,0
ඇඩ්වඩ්,1
ඇඩ්වඩි,0
ජස්ලාන්,1
සුජීවා,1
යසූජ්වා,0
තුඩුවගේ,1
නතුඩුවගේ,0
තුඩුවගේ,0
ගුනසුන්දරි,1
ගුනසුන්දර්,0
ගුනයුන්දරි,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේ,0
සික්කුවා,1
සිඛ්කුවා,0
සික්තුවා,0
තූපෙගේ,1
ඈතුපෙගේ,0
ඞඤතුපෙගේ,0
අමිර්තලිංගම්,1
අම්ර්තලිංගම්,0
සුදුහකුරුගේ,1
සුදුහකුරැගේ,0
සුදුගකුරුගේ,0
රෂාන්,1
ඒපාන්,0
කන්දසාමි,1
කන්දසාම්,0
සකන්දසාම්,0
සඳුන්,1
සදුන්,0
ඞසඳුන්ං,0
ගයනි,1
මුනසිංහ,1
මුනසිංහං,0
බංඩාර,1
ගාමිණි,1
ඞඝඉගාම්ණි,0
ලක්මාල්,1
ඞඉලක්මාල්,0
චමින්ද,1
ඞචම්න්ද,0
අඑමින්ද,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේ,0
ගෙදර,1
බදුරු,1
ැබුදුරුු,0
ජයමලර්,1
ශිල්පගේ,1
ඞඈශෂිල්පගේ,0
ශිල්පගේ,0
සෙල්වරාජ්,1
සසල්වරාජ්,0
දේවගේ,1
දේවගේ,0
දේවගේ,0
සෙපරමාදු,1
ඞසෙපරමාදු,0
දිසානායක,1
හේරත්,1
ඞහේරත්,0
හේරත්,0
ප්‍රදීපා,1
ලසන්ත,1
ඞලසන්ත,0
මුහම්මදු,1
මුහම්මලදු,0
ඞසමුහම්මදු,0
ගෙදර,1
ඬඞගෙදර,0
මින්නාස්,1
මෝන්නාස්,0
මුදියන්සෙලාගේ,1
මුද්‍රියන්සෙලාගේ,0
මුදියන්සෙලාගේ,0
හීරළු,1
භිරව්,0
හීිරල,0
කයිනාවල,1
ඞකයිනාවල,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ඛේසඈආරච්චිගේං,0
සමරකෝන්,1
සමරකෝන්,0
සමරකෝන්,0
හේවාගේ,1
ඞහේවාගේ,0
හේවාගේ,0
පෙරේරා,1
ඞසපෙරේරාං,0
පෙරේරා,0
ළහිරු,1
ඞළෆනිරු,0
ළසිරු,0
උම්මුල්,1
ඛේඞඝඋම්මුල්,0
අසෝදම්මා,1
අසෝදම්මා,0
අසෝදම්මා,0
පැටිකිරි,1
පැටිකිර්,0
වපැටිකිරදි,0
ගුණරත්න,1
රාජේන්ද්‍රන්,1
රාජේන්දුන්ං,0
රාජේන්දුන්,0
කාන්ති,1
අබේසිංහ,1
අබේසිංහ,0
අඅබේසිං,0
ගෙදර,1
ගෙර,0
කොඩිතුවක්කු,1
කොඩිතුවක්කු,0
කොඩිතුවක්කු,0
ප්‍රතීපන්,1
ප්‍රතිපන්,0
රත්නායක,1
ඇඋරරත්නායක,0
ලෙච්චුමන්,1
ඞලෙචිචුමන්,0
ධර්මසිරි,1
ධර්මසිට,0
සේනාරත්න,1
සේනාරත්න,0
සේනාරත්න,0
බස්නායක,1
කුමාර,1
රංජිත්,1
බුලත්සිංහල,1
බුලත්සිංහ,0
මුහම්මද්,1
