original,Malith,Abhaya
පේඩිගේ,ඞපේඩිගේ,පේඩ්ිගේ
කුසුම්,බූයුම්,ඉංතුසුම්
කුමාර,කුමාර,කුමාර
රත්නායක,රත්නායකං,රත්නායක
අබේවික්‍රම,අබේවික්‍රම,අබේවික්‍රම
හීන්මැල්ලේ,හීන්මැල්ලේ,හීන්මැල්ලේ
කවිතා,සකවිතා,කවිතා
ස්ටීවන්,ස්ටීවන්,ස්ටීවන්
ශරෝරා,ශරෝරා,ශඈශරෝරා
සඳරුවන්,සඳරැවන්,සඳරුවන්
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
දයානන්ද,දයානන්ද,දයානන්ද
රංගනී,ඞසශරඋංගනී,රැංගති
ඉනෝකා,ඉනෝකා,ඉනෝකා
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
ලියනාරච්චිගේ,ලියනාරච්චිගේ,ලියනාරච්චිගේ
කන්දිලි,කන්දපළි,ඞේසඛහතකන්දිලි
අන්ද්‍රාහැන්නදිගේ,අන්ද්‍රාහැන්නදිගේ,අන්දාහැන්නදිගේ
සචිනි,සවනි,සචිනි
රාධාක්‍රිෂ්ණන්,රාධාඛිෂ්ණන්ං,රාධාක්‍රිෂ්ණන්
සෙල්වරාජා,සෙල්වරාජා,සෙල්වරාජා
අස්වර්,අස්වර්,ඞඨඉඅස්වර්
නවරත්තිනරාජා,නචරත්තිනරාජා,නවරත්තිනරාජා
පතිරනගේ,පතිරනගේ,පතිරනගේ
ගාමිණී,ගාම්්තම්,ගාමී
විදානෙලාගේ,විදානෙලාගේ,විදානෙලාගේ
ලක්මාල්,ඬඈලකක්‍්මාල්,ේසලක්මාල්
රත්නායක,රත්නායක,රත්නායක
ඩයස්,ඩයස්,ඩයස්
නෝයල්රාජා,නෝයල්රාජා,නෝයල්රාජා
සන්මුගකුමාර්,සන්මුගඛුමාර්,සන්මුගකුමාර්
ශ්‍යාමලී,ඞඈශ්‍යාමලී,ඞශ්‍යමලී
ඉන්දර්ජිත්,ම්දර්පිත්ං,ඞඨඉන්දර්ථත්
ගම්මන්පිල,ගම්මන්පිල,ගම්මන්පිල
මානවඩු,මානවඩු,මානවඩු
ගෙදර,එගදර,ජගදර
මුදලිගේ,මුදලිගේ,මුදලිගේං
අබ්දුල්,අබදුල්,ඞඉඅබදුල්
රේණුකා,ශරේණුකා,රේණුකා
මකවිටගේ,මකවිටගේ,මකවිටගේ
දෙනියේ,ඞඉඉදනියේ,දෙනියේ
උදිතමාලි,උදිතමාලි,උදිතමාලි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මදුරප්පෙරුම,මදුරප්පෙරුම,මදුරප්පෙරුම
මලිත්,මලිත්,මලිත්
ෂලීම්,ෂලීම්,ලීම්
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
අනුරුද්ධ,අනුරැද්ධ,අනුරුද්ධ
නිශාන්ත,ංනිශාන්න,නිශාන්ත
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ෂ
මලවියලාගේ,මලචියලාගේ,මලවියලාගේ
ඉවන්තිකා,වචෙන්තිකා,අඑමවන්තිකා
ජයසීලන්,ජයසීලන්,ශජයසීලන්
ජයන්ති,ජයන්ති,ජයන්ති
වෙංගඩාසලම්,වෙංගඩාසලම්,වෙංගඩාසලම්
සුරේෂා,සුරේෂා,එසුරේෂ
ඩයස්,ඩයස්,ඩයය්
ළහිරු,ළහිරු,ළහිරු
සෙන්තිල්නාදන්,සෙන්නිල්නාදන්,සෙන්තිල්නාදන්
ෆාතිමා,ෆානිමා,ෆාතිමා
චානක,චානන,එචානන
පසිඳු,පසිදු,ජසිදු
කිරිබන්ඩාගේ,කිරබන්ඩාගේ,කිරිබන්ඩාගේ
දිසානායක,දිසානායක,දිසානායක
හිමේෂ,ඞඈඛහිමේෂ,හිමේෂ
පප්‍රේම,පර්‍රේම,පව්‍රේම්
පෙරේරා,ඞපෙරේරා,පෙරේරා
පේඩිගේ,ඞපේඩිගේ,පේඩිගේ
සශිකුමාර්,සශිකුමාරි,ඈඅසසශිකුමාර්
ඩිමල්කා,ඞඩ්මල්කා,ඩිමල්කා
කුමාර,යකුමාර,කුමාර
ජයමහ,ජයම,ඒයමග
කනන්කේ,කනන්කේ,කනන්කේ
ගාමිණි,ගාම්ණි,ගාමිණිං
ගුණතිලක,ගුණනිලක,ගුණතිලක
දන්වත්තේ,දන්චන්තේ,දන්වත්තේ
විජේකෝන්,වචිපේකෝන්,චිජේකෝන්ං
ඔරුවලගේ,ඈඔරුවලගේ,ඔරුවලගේප
සිංහල,සිංහල,සඞශඉසිංග
මධුශාන්,මධුශාන්,ඞමධුශාන්
ඉන්දිකා,මන්දිකා,ඉන්දිකා
ජයනෙත්ති,ජයනෙත්ති,ජයනෙත්ති
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පෙරුමාල්,පෙරැමාල්,පෙරුමාල්
මුතුකුඩ,මුතුකඩ,මුතුතුනු
ඉසාම්,යාම්,ඉසාම්
චන්ද්‍රකාන්තන්,චින්ද්‍රකාන්තන්,චන්ද්‍රකාන්තන්
ගමගේ,ඞගමගේ,ගමගේ
හේරත්,හේරත්,හේරත්
විදාන,විළදාන,විදාන
රන්උළුගේ,රන්උඑගේ,රන්උළඑගේං
සුදුවා,සුදුවු,සුදුවා
දුලාජ්,දුලාජු,දුලාජ්
කාංගන,කාංගන,කගන
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
චන්දි,චන්ද,එනදී
සුසිලා,සුසලා,සුසිලා
මල්ශාන්,ඞමල්ශාන්,මලේශාන්
කාලිදීන්,බාලිදීන්,කාලිඳීන්
හේරත්,හේරත්,ගේරත්
ප්‍රනීත්,ප්‍රනිත්,ඞෲප්‍රතිත්
නිමල්සිරි,නිමල්සිටි,හනිමල්සිරි
දසනායක,දසනායක,දසනායක
පේඩිගේ,ඞජපේඩිගේ,පේඩිගේ
මලංගම,මලංගම,මලංගම
ගොඩගම,ගොඩගම,ගොඩගම
අසේල,අසේල,අසේල
නලිර්,නලිර්,නලිර
සිංහරාසා,ඇසිංනතරාසා,සිංහරාසා
සුරසත්,සූරසත්,ශසසුරසත්
ලියනගේ,ලියනගේ,ලියනගේ
ඩැනියල්,අඬඩැනියල්,ඩැනියල්
නිශාන්ති,නිශාන්ති,නිශාන්ති
චාමර,චාමර,චාමර
රත්නායක,රත්නායක,රත්නායක
අගම්පොඩි,අගම්පොඩිං,අගම්පොඩ්ි
සිවමලර්,සිවමලර්,සිවමලර්
දිල්රුක්ෂි,ඞඇඅදිල්රැක්ෂිං,ඞදිලරුක්ෂි
පෙරමුදලිගේ,පෙරමුදලිගේ,පෙරමුදලිගේ
අෆ්කර්,අෆ්කර්,අෆ්කර
සත්ගුණරූබි,සත්ගුණරෑාබි,සත්ගුණරුබි
බ්‍රාහ්මණගේ,බ්‍රාහ්මණගේ,බ්‍රාහ්මණගේ
විජේසිංහ,වචිජේසිංෆන,ඞඈවිපේසිංං
සන්දනම්,සන්දනම්,සන්දනම්ං
කුතුබ්දීන්,ඞසකුබුබ්දින්,කුතුබදිත්
දැහින්නලාගේ,දැහින්නලාගේ,දැහින්නලාගේ
චමින්ද,චම්න්ද්‍රා,චමින්ද
සුබසිංහ,සුබසිංහ,සුබසිංහ
නදීශා,නදීශා,නදීශා
ගෝමර,ගෝමර,සඛගෝමර
බේහම්,ඛේසඞඉබේනම්,බේගම්
සූරිය,සූර්ය,සූරිර
රම්බන්ඩිගේ,රම්බන්ඩිගේ,රම්බන්ඩ්ගේ
දිල්රුක්ෂි,දිල්රැක්ෂි,දිල්රුක්ෂි
ෂෙහාන්,ෂෙහාන්,ම්‍යහොන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පියසේන,පියසේන,පියසේන
දෙහිපාවල,දෙනිපාචවල,ඞදෙහිපාවල
අසංක,අසංක,ඛේඕඞඅසංක
හේරත්,හේරත්,ගේත්
වජීනා,චජපිනා,වජිනා
නිරෝජිනි,ඞනිරෝජනි,නිරෝජිනි
ප්‍රදීප්,ප්‍රදීප,ප්‍රදිජු
ආරච්චිගේ,ආරච්චිගේ,ඈඇඵආරච්චිගේ
දිල්මි,දිල්වම්,දිල්ම්
මොහිදීන්,මොහිදීන්,මොහිදීන්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
අබ්දුල්,අබ්දුල්,ඞසඝඅබදුල්
ආඬිබුදුගේ,ආඬ්බුදුගේ,ආඩිබුදුගේ
සිසෙරි,සිසෙරට,සිසෙරිං
ඇරොෂන්,වසඇරොෂන්,ඈඋඇරොෂන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ගෙදර,ගෙදර,ගෙර
වීරසිංහ,ඞඈඝවිරසිංහ,වීරසිංහ
නයනා,නයනා,නයනා
ජානක,ජානක,ජානන
මේලින්,ඞමේලින්,ඞමේලින්
දිනුෂා,රදිවුෂා,දිනුමා
ගුණවතී,ගුණවතී,ගුණවත්
උදානි,එදානි,ළදානි
ගුණවතී,ගුණවතී,ගුණවතී
නිශාන්ත,නිශාන්ත,නිශාන්ත
උද්දීපන,උද්දීපන,උද්දීපන
ගයානි,ගයානි,ගෙනි
සුනිල්,යසුනිල්,සුනිල්
වීරසිංහ,වීරසිංනර,වීරසිංහ
මිරිස්සගේ,මිරස්සගේ,මිරිස්සගේ
රමේස්කුමාර්,රමේස්කුමාර්,රමේස්කුමාර්
හසීමා,ඞහනසීමා,හසීමා
විජයකුමාර,චිජයකුමාර,විජයකුමාර
ගුණවර්දන,ගුණවර්දනං,ගුණවර්දන
සුධාමනි,සුධාමනි,සුධාමනි
එදිරිමාන්න,චිදිර්මාන්න,එදිරිමාන්න
සිරිසෝම,සිරසෝමා,ඞසිරිසෝම
චතුරංග,චතුරංග,චතුරග
මධුසංඛ,ඞමධුසංඞ,මධුසංඛ
පෙරේරා,පෙරේරා,පෙරේරා
මුහායිදීන්,මුනායිදීන්,මුහායිදීින්
සරත්,දසත්,සරත්
රෝස්මරි,රෝස්මට,රෝස්මර්
සංජීවනී,ඞසංජීවනී,සංජීවනී
ඒකනායක,චිඛකනායක,ඒකනායක
කුමාරසිංහ,කුමාරසිංහ,කුමාරසිංහ
තරිඳු,යබර්ලථ්‍ර,තරිදු
බීමේන්ද්‍ර,ඛඈතබ්මේන්ද්‍රා,බීමේන්ද
ගුණවර්ධන,ගුණවර්ධධ,ගුණවර්ධන
සඳරුවනි,ඞඈසඳරුවනි,ඞසඳරුවනි
ගල්හේන,ගල්හේන,ඞගල්ගේන
උපනන්ද,උපනන්ද,උපනන්ද
ඔබ්බේ,ගඔබිබේ,ඔබ්බේ
හෙන්නායක,හෙන්නායක,හෙන්නායක
ගමගේ,ඞගමගේ,ඛඞඝඛඔගමගේ
මිලින්ද,සඋඤම්ලින්ල,ඞමිලින්ද
හරූන්,නරෑන්,හරූන්
පවානී,පචානි,එවානී
ගෙදර,ගගදර,ගෙදර
රාහුල්,රාහුල්,රාහුල්
නිෂංක,ඞඈනනිෂංක,නිෂක
ජුලිස්,පුලිස්,ජපුළිස්
වීරසිංහ,විරසිංහ,ඞවීරසිංං
වඩුගේ,වඩුගේ,වඩුගේ
ගෙදර,ගෙදර,ගෙර
ස්වර්ණා,ස්වර්ණා,ස්වර්ණා
දේවින්ද,දේචවින්ල,දේවින්ද
ඉග්නේසියස්,ගග්නේසියස්,ඉග්නේසියස්
පේමරත්,පේමරත්,පේමරත්
පීරිස්,පිරිස්,පිරිස
වසන්තරාසා,චසන්බරාසා,වචසන්තරාසා
මංජුලා,මංජුලා,සමංජුලා
ෆශීනා,ෞඨඞෆෂශීනා,ෆගිනතා
මලිංග,මලිංග,ඞඇමලිංං
ෆාසිලා,ෆාසිලා,ශෆාසිලා
විජේරත්න,වචිපේරතන්න,විජේරත්න
සොහොයුරිය,සොහොයුරය,සොහොයුරිය
උදේනිකා,උදේනිකා,උදේනිකා
උක්කුමැණිකිගේ,උක්කුමැණිකිගේ,උක්කුමැණිකිගේ
සින්නම්මා,ඈසින්නම්මා,සින්නම්මා
ප්‍රේමසිරි,ද්‍රේමසර්,ඞඝඇප්‍රේමසිරි
ගුණසේකර,ගුණසේකර,ගුණසේකර
මංජුල,මංජුළු,ඨඉමංරුලුං
පොඩිමැණිකේගේ,ඉපාඩිමැණිකේගේ,පොඩිමැණිකේගේ
අප්සරා,පිප්සයා,අප්සජා
අබ්දුල්ලා,අබ්දුල්ලා,අබදුල්ලා
විලෝෂා,චිලෝෂා,ඞඈචිලෝෂා
කන්කානිගේ,කන්කානිගේ,කන්කානිගේ
මුස්නි,මුස්නි,මුසනි
මාපිටිගමගේ,මාපිටිගමගේ,මාපිටිගමගේං
ගුණරත්න,ගුණරන්න,ඞගුණරත්න
අනුෂා,අනුෂා,අනුෂා
මැදවත්තේ,මැදවත්නේ,මැදවත්තේ
දුල්ශානි,සඈඋදුල්ශානි,ඞඨඉදුල්ශානි
කරුණාරත්න,කරුණාරත්න,කරුණාරත්නට
නයිදෙහාමි,නයිදෙනාම්,හනයිදෙහාමි
වීරපුරගේ,ඞවචීරපුරගේ,විීරපුරගේ
නාසිම්,නාසිම්,ඞසනාසිම්
පත්මසිරි,අපත්මසිටි,ඛේසපත්මසිරි
මොහමඩ්,මොහමඩ්,මොහමඩ්
ශ්‍රියානි,ඛඬඝඞශ්‍රියානි,ශ්‍රියානි
වීරසිංහ,වීරසිංර,විරසිංහ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේ
එෂාංග,ඞච්ඡෂාංං,එනා
රුබින්,රැබ්න්,රැබ්න්ං
පතිරන්නැහැලාගේ,පතිරන්නැහැලාගේ,පතිරන්නැගැලාගේ
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේ
අනුෂානි,ඞඅනුෂානි,අනුෂානි
ලොකුමලගේ,ලොකුමලගේ,ලොකුමලගේ
සේනානායක,සේනානායක,සේනානායක
පාලමන්ඩඩිගේ,පාලමන්ඩඩිගේ,පාලමන්ඩඩිගේ
ෂම්මුගම්,මම්මුගම්,ෂම්මුගම්
ජෝතිරත්නගේ,ජෝනිරත්නගේ,ජෝතිරත්නගේ
චාරුකා,චාරුකා,චාරුකා
හන්දුන්කිරි,හතන්දුන්කිර,ඞහනතදුන්තිරි
තිලින,නිලින,තිලින
සාහිරා,සාහරා,ේසාහිරා
අරුනක්‍රිනාදන්,අරුනඛ්‍රිනාදන්,අරුනත්‍රිනාදන්
ගාමිණි,ඞඝගාමිණි,ගාමිනි
අමරකෝන්,අමරකෝන්,අමරකෝන්
විසිදාගමගේ,විසිදාගමගේ,විසිදාගමගේට
සිරිල්,සිටල්,සිරිල්
තැන්නේපිටගේ,තැන්නේපිටගේ,තැන්නේපිටගේ
පේඩිගේ,ඞජපේඩිගේ,මප්ඩිගේ
මුනගමගේ,මුනගමගේ,මුනගමගේ
ප්‍රේමසිරි,ද්‍රේමසිට්,ප්‍රේමසිරි
නිප්රාස්,ඞනිප්රාස්,ඛඞනිපරාස්
වීක්‍රමසිංහ,චික්‍රමසිංහ,අතික්‍රමසිං
පටබැඳි,පටබැඳි,පටබැඳි
බණ්ඩාර,බණ්ඩාර,බණ්ඩාර
ඉන්ද්‍රානි,සශහමනේද්‍රානි,ඉන්ද්‍රානි
කුමාර,කුමාර,කුමාර
වටගලගේ,වටගලගේ,වටගලගේ
මොහිඩීන්,මොනිඩීන්,මොහිඩීන්
විතානගේ,චිතානගේ,විතානගේ
ගුණතුංගලාගේ,ගුණතුංගලාගේ,ගුණතුංගලාගේ
කොඩිතුවක්කු,කොඩිතුවක්කු,කොඩිතුවක්කු
සාජීර්,සාපීර්,සාජර්
තිස්ස,තිස්ස,තිස්ස
රේණුකා,රේණුකා,රෙණුකා
රස්නායක,රස්නායක,රස්නායකය
රාණිලතා,රාණිලතා,රාණිලතා
නන්දා,නන්දා,නන්දා
සුහිර්තන්,ඞසුනිර්තන්,සුහිර්තන්
වික්‍රම,විටමු්‍රම,වික්‍රම්‍රු
හෙට්ටිගේ,ඞනෙට්ටිගේ,හෙට්ටිගේ
සිම්බලන්,සිම්බලන්,ඞඇසිම්බලන්
ඉදයරානි,ඞමදෙයරානි,ඉදයරානි
රම්සාන්,රමිසාන්,රම්සාන්
සත්තියා,සත්තියා,ඞසසත්තියා
සිවමලර්,සිවමලර්,ඞසිවමලර
අංගොඩ,අංගොඩ,අංගොඩ
ලියනගේ,ලියනගේ,ලියනගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ගෙදර,ගෙදර,ලෙර
රංජිත්,රංජන්,රජිත්
චමිලා,චම්ලා,ේඞසඈචම්ලා
වැලිකන්න,චැලිකන්න,වැලිකන්න
රාසාපූපති,රාසාපූපති,රාසාපූපති
කමලාවතී,කමලාවනී,කමලාවතී
පෙරේරා,පෙරේරා,පෙරේරා
ආරච්චි,ආරච්චි,ආරච්චි
චතුරංග,චතුරංග,චතුරාග
කුමාර,යබමර,කුමාර
දිසානායක,දිසානායක,දිසානායක
නාලිර්,නාලරි,නාලිර්
රාළලාගේ,රාළලාගේ,රාළලාගේ
පිලමිනා,පිලමිනා,පිලමිනා
කුමුදු,බමුර්‍ර,කුමුදු
බිසෝමැණිකා,බිසෝමැණිකා,බ්ිසෝමැණිකා
රෝහණ,රෝහභෂණ,රෝහණ
ඉලිප්පුලිගේ,ඉමලිප්පුලිගේ,ඉලිප්පුලිගේ
මුණසිංහ,ඞඝමුණසිංහං,මුණසිංහ
සිරිල්,සිරලල්,සිරිල්
ගාල්ලගේ,ගාල්ලගේ,ගාල්ලගේ
කලුආරච්චිලාගේ,කලුආරච්චිලාගේ,කලූආරච්චිලාගේ
ධනපාලන්,ධනපාලන්,ඞධනපාලන්
කවිඳු,බව්දු,කවිදු
රංජිත්,රිපත්,රාජිතත්
කිරිමදින,කිර්මදින,කිරිමදින
කෝණාර,කෝණාර,කෝණාර
පෙරේරා,පෙරේරා,පෙරේරා
කෙහෙල්වත්තේහේනේ,කෙහෙල්වත්තේහේනේ,කෙහෙල්වත්තේහේනේ
නවරත්නරාජා,නවරත්නරාජා,නවරත්නරාජා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නිමල්,විමල්,ඞනිමල්
සකලසූරිය,සඛලසූර්ය,සකලසූරිය
ප්‍රේමරත්න,ප්‍රේමරත්න,ප්‍රේමරත්න
අල්විස්,අල්ව්ස්,අල්විස්
අසමාන්නලාගේ,අසමාන්නලාගේ,අසමාන්නලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ආචාරිගේ,ආචාරගේ,ආචාරිගේ
නිපුන්,නිපුන්,නිවුන්
රත්නායක,රත්නායක,රත්නායක
විනෝතා,ංචිනෝතා,විනෝතා
සාරංග,සාරංග,සාරංග
සුන්දරලිංගම්,සුන්දරලිංගම්,සුන්දරලිංගම්
පියුමාල්,පියුමාල්,පියුමාල්
මරියසිංගම්,මදරයසිංගම්,ඞමරියසිංගමම්
සෙයින්,සයින්,ේසඞසෙයින්
මුහම්මදු,ඞමුහම්මටු,ඞමුහම්මදු
රහුමාන්,රහුමාන්,ඞරහුමාන්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ප්‍රදීප්,පිජ,ප්‍රදිීජ
ලලිත්,මලිත්,ලළිත්
විමල්රාජ්,වචිමල්රාජීි,විමල්රාජ්
විජේරත්න,වචිජේරන්න,චිජේරත්න
ක්‍රිෂාණි,ඞබ්‍රිමෂානි,ක්‍රිමානි
රොබට්ස්,රොබට්ස්,ශරොබට්ස්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ආරියවතී,ආර්යවතී,ඬආරියවතී
විදුරංග,චිඳුරග,විදුරුග
මුත්තුමුහම්මදු,මුත්තුමුහම්මදු,මුත්තුමුහම්මදු
ඉලන්දාරි,මලන්දාර්,ඉලන්දාරි
නාෆිර්,නාෆිර්,නාෆසිර්
විජේසිංහ,ඇචිපේසිංහග,ඞවචිපේසිංං
තුෂානි,තුෂානි,රාතුෂානි
පලිස්කාර,පලිස්කාර,ඞපලිස්කාර
කයිරුල්,කබයිරැල්,කයිරුල්
සිල්වා,සිල්වා,සිල්වා
ගනේෂමූර්ති,ගනේෂමූරති,ගනේෂමූර්ති
කංකානම්,කංකානම්,කංකානම්
ගුණසේකර,ගුණසේකර,ගුණසේකර
රෝහිනි,ශමරෝභහිනි,රෝගිනි
කුරුගම,කුරැගම,කුරුගශග
ඉදිගහ,දගන,ඉදිගග
සුබෝධා,සුබෝධා,ඞසුඛෝධා
දේවිකා,දේව්ධා,දේවිකා
බණ්ඩාර,බණ්ඩාර,බණ්ඩාර
පස්සපෙරුමගේ,පස්සපෙරැමගේ,පස්සපෙරුමගේ
ඩයස්,ඩයස්,ඩයස්
ලැටීෂියා,ලැටිෂියා,ලැටීෂියා
ටයිටස්,ටයිටස්,ටයිටස්
තිභාකරන්,තිභාකරන්,නිහාකරන්
දීපිකා,දීපිකා,දිර්කා
මල්දෙනිය,මල්දෙනිය,මල්දෙනිය
මොහම්මදු,මොහම්මටලු,මොහම්මදු
නෙත්මි,ඞනෙත්ම්,ඞසනෙත්මි
දයාරත්න,දයාරත්න,දයාරත්න
සකලවල්ලි,සකලවල්ලි,ඞසකලවල්ලි
කුමාරි,ඞකුමාර්,කුමාරි
හේවගේ,ඞහනේවගේ,හේවගේ
ආරියසේන,ආරයසේන,ආරියසේන
ගෞරිරාජන්,ගෞරරාජන්,ඞගෞරිරාජන්
පද්මලතා,පද්මලතා,පද්මලතා
ගයාන්,ගයාන්,ගයාන්
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
නාගරාසා,නාගරාසා,නාගරාසා
ෆාතිමා,ෆාතිමා,ෆාතිමා
සරණසිං,සරණසිං,ඞඉසරණසිංං
සමන්,සමන්,සමන්
උමසරවනන්,උමසරවනන්,උමසරවනන්
ජුවන්,පුවන්,ජුවන්
ලියනගේ,ලියනගේ,ලියනගේ
මුණසිංහ,ඞමුණසිංං,මුණසිං
මෞලාන,මෞලාන,මෞලාන
සුලකාමල්,සුලකාමල්,ඞඈසුලකාමල්
ජයසූරිය,ඒයසූරය,යජයසූරිය
නිරූක්ෂන්,නිරෑක්ෂන්,නිරූක්නේ
කෝරාලලාගේ,කෝරාලලාගේ,කෝරාලලාගේ
හනීෆා,හනීෆා,හනීෆා
දිසානායක,දිසානායක,දිසානායක
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
වීරතුංග,ඞචිරතුාංග,වීරතුංග
වන්නිසිංහ,චන්නිසිංහ,ඞවන්නිසිං
රණසිංහ,රණසිංහ,ඞජරණසිංං
සුරංග,සුරංග,සුරංග
කුමාර්,බමාර්,කුමාර්
ප්‍රැන්සිස්,ප්‍රැන්සිස්,ප්‍රැන්සිස්
ඩිවෝෂන්,ඩ්වෝෂන්,ඩ්වෝෂන්
ගමගේ,ගමගේ,ගමගේ
ප්‍රියන්තිකා,ප්‍රියන්නිකා,ප්‍රියන්තිකා
විශානා,විශානා,ඞවිශාන
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මිධුක්ෂන්,ඞමිී්ධුක්ෂන්,මීධුක්ෂන්
