original,Malith,Abhaya
සම්පත්,සම්පත්,සම්පත්
කරුණාරත්න,කරැණාරතන්න,කරුණාරත්න
මිද්දෙනි,මිද්දෙනිී,මිද්දෙනි
නවාබ්,නවාබ්ිඟ,නවාබ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ඒකනායක,චිකනායක,ඒකනායක
වන්දනා,චන්ද්‍රනා,වන්දනා
සුරන්ජි,සුරන්පි,සුරන්ථ
පිනිකහන,පිනිකහන,පිනිකහනන
පුෂ්පලතා,පුෂ්පපතා,ඞපුෂ්පලතා
කුට්ටි,බර්ටි,බවම
රන්මලී,ඬඉරන්මලී,රන්මලී
ඥාණවංස,ඥාණවංස,ඨශඥාණවංස
පේඩිගේ,ඞපේඩිගේ,පේඩිගේ
වර්ණකුලසූරිය,වර්ණකඛුලසූරය,වර්ණකුලසූරිය
රාජපක්‍ෂ,රාජපක්ත,රාජපක්ක
රේණුකා,රේණුකා,රේණුකා
සංජීව,සංජීව,සංජීව
රසීක්,රසක්,රසක්
ලිඳමුලගේ,ලිඳමුලගේ,ලිඳමුලගේ
ගෙදර,ගෙදර,ගෙදර
බණ්ඩාර,ඞඉබණ්ඩාර,බණ්ඩාර
දිලිනි,දිලිනි,දිලිනි
ධනුෂ්ශක,ඞධනුෂ්ශක,ධනුෂ්ශක
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
ඩිනේෂන්,ඩිනේෂන්,ඩිනේෂන්
මධුභාෂිනි,ඞමබධුභාෂිනි,මධුහාෂීිනි
ෆාරුක්,ෆාරුක්,ෆාරුක්
කුමාර,බාර,කුමාර
ජයනන්දන,පජයනන්දන,ජයනන්දන
නන්දනී,ේඋරනන්දනී,නන්දනී
ගුණසේන,ගුණසේන,ගුණසේන
හන්දි,නන්දි,හන්දි
දිනේෂ්,දිනේෂ්,දිනේෂ්
පාතුමා,පආාතුමා,ඞපෘතුමා
මුදියන්සේ,මුදියන්සේ,මුදියන්සේ
දෙද්දුවගේ,දෙද්දුවගේ,දෙද්දුවගේ
දේශප්‍රිය,දේශප්‍රිය,දේශප්‍රිය
අජීත්,අපිත්,අජිත්
ශානිකා,ශානිකා,ඞශශානිකා
කඩුකාර,කබඩුකාර,කඩුකාර
රවික්ෂිකා,උරචික්ෂිකා,රචික්ෂිකා
අළුත්නුවර,අළුත්නුවට,අළුත්නුවර
මල්ලිකා,මල්ලිකා,මල්ලිකා
පියුමිකා,පියුමිකා,පියුමිකා
මොහොට්ටි,මොහොට්ටි,මොහොට්ට්
මැදවච්චියේ,මැදවචිචියේ,මැදවච්චියේ
වික්‍රමගේ,ඞඇචිබ්‍රමග්,වික්‍රමගේ
නිස්රාන්,ඞඉනිස්රාන්,නිස්රාන්
ස්වර්ණාධිපති,ස්වර්ණාධිපති,ස්වර්ණාධීපති
කව්ෂිකා,කවිෂිකා,ඛඕශමකව්ෂිකා
යෙනිවා,ඉයනිවා,යෙනිවා
ලසන්ත,ලසන්ත,ඞලසන්ත
හංසිනී,හැසිනී,හංසිනී
සෙල්වනේසම්,සෙල්වනේසම්,සෙල්වනේසම්
ගයානි,ගයානි,ගයානි
ජයවර්ධන,ජයවර්ධන,ජයවර්ධන
යසාන්ති,යසාන්ති,යසාන්ති
රේණුක,රේණුක,රේණුක
ගැමුණුදාස,ගැමුණුදාස,හගැමුණුදාස
ගෙදර,අදර,ගෙදර
