original,Malith,Abhaya
වර්ණකුමාර,වර්ණකුමාර,වර්ණකුමාර
රසාදරී,රසාදර්,රසාදර්
උසේයින්,උසේයින්,උසේයින්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
දොරෙයිසාමි,දොරෙයිසාම්,දොරෙයිසාම්
සිසිර,සිසිර,සිසිර
වීරසේන,වීරසේන,වීරසේන
දුල්ෂාන්,දුල්ෂාන්,දුල්ෂාන්
සුලෝචනා,සුලෝචනා,සුලෝචනා
දයාවතී,දුයාවඞ්,දයාවතී
සසිරේකා,සසිරේකා,ඞසසිරේකා
ශ්‍රියානි,ශලශ්‍රියානි,ශ්‍රියානි
කස්පර්,කස්පර්,කය්පර්
මුදියන්සේලෑ,මුදියන්සේලද,මුදියන්සේලැ
පොඩිමැණිකේ,පොඩ්මැණිකේ,පොච්මැණිකේ
එලිසබෙත්,තච්ිලිසබෙන්,එලිසබෙත්
කෝදාගොඩ,කෝදාගොඩ,කෝදාගොඩ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
රාමපාන්ඩියන්,රාමපාන්ඩියන්,රාමපාන්ඩියන්
සතීස්වරන්,ඇසතීස්වරන්,සතීස්වරන්ං
ගුස්තිඤ්ඤාවඩු,ගුස්තිඤ්ඤාවඩු,ගුස්තිඤ්ඤාවඩු
මානෙල්,මානෙල්,මානෙල්
මුදියන්සලාගේ,මුදියන්සලාගේ,මුදියන්සලාගේ
ප්‍රනාන්දු,ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර
හන්වැල්ල,ඞහන්වැල්ල,හන්වැල්ල
ජයසේන,ජයසේන,ජයසේන
ගයාන්,ගයාන්,ඞගයාන්
දවුල්කාරයාලාගේ,දවුල්කාරයාලාගේ,දවුල්කාරයාලාගේ
ලසන්ත,ඞලසන්ත,ඞලසන්ත
සයිමා,සයිමා,සයසිමා
කුසුම්,ංකසුවී,ඞකුසුම්
වර්ණසිංහ,වර්ණසිංහ,වර්ණසිංහ
වහුම්පුරගේ,වහුම්පුරගේ,වහුම්පුරගේ
කුලුදු,කලුදු,කුරු
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
විතුර්ශා,ඞචිතූර්ශා,විතුර්ශා
දේවින්ද,දේවින්ද,දේවින්දා
තෙල්හවඩි,තෙල්ඞහවඩි,තෙල්ගවඩ්ි
මුරගේ,මුරගේ,මුරශේ
දේවලාගේ,දේවලාගේ,දේවලාගේ
රම්සින්,රම්සින්ං,ඛඞඝඇඉරම්සිත්
ගංගොඩගේ,ගංගොඩගේ,ගංගොඩගේ
ශශික,ශශිකඛ,ශශික
මොහමඩ්,මොහමඩ්,ඞඔමොහමඩ්
මොහමඩ්,මොහමඩ්,ඞමොහමඩ්
තිලිණි,නිලිනි,තිලිනි
නිසංසලා,නිසංසලා,නිසංසලා
රාජපක්‍ෂ,රාජපක්ත,උරාජපක්ත්‍ර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නිර්මානී,ඞනිරිමානීමං,නිර්මානී
දේවගේ,දේවගේ,දේවගේ
රාජිත,රාජ,රාජිත
මුණසිංහ,මුණසිංහ,ඞලම්‍රණසිං
ජානක,ජානන,ජාත්‍ය
පුලිහිංගිගේ,පුලිහිංගිගේ,පුලිහිංගිගේ
රන්දුනුආරච්චි,රන්දුනුආරච්චි,රන්ද්‍රනුආරච්චි
ජයකොඩි,ජයකොඩි,ඞජයකොඩි
ලක්ෂාන්,ඞ්‍රක්‍ෂාන්,ලක්ෂාන්
මුහම්මද්,ඞඈමුහම්මද්,මුහම්මද්
හිනිදුමගේ,හිනිදුමගේ,හිනිදුමගේ
නදීරා,නදිරා,නදීරා
හේරත්,හේරත්,හේරත්
මැලැවුවේ,මැලැවුවේ,මැලැවුවේ
කොටුවේ,ේඞශකොටුවේ,කොටුවේ
බ්‍රැන්ඩිගම්පලගේ,බ්‍රැන්ඩිගමිපලගේ,බ්‍රැන්ඩිගම්පලගේ
මද්දුමාගේ,මද්දුමාගේ,මද්දුමාගේ
සව්වරුනන්,සවච්වරුනන්,සච්වචරුනන්
දේවයලාගේ,දේචයලාගේ,දේවයලාගේ
හේරත්,හේරත්,හේරත්
වර්ණකුලසූරිය,වර්ණකඛුලසූරය,වර්ණකුලසූරිය
ඥාණවති,ඥාණවනි,ඥාණවති
දේවයලාගේ,දේවචයලාගේ,දේවයලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නෙරිය,නෙරය,නෙරිය
කෂ්මියා,ඞකෂ්මියා,ඞඋඡකෂ්මියා
මුදලිගේ,ඞඨඇමුදලිගේ,ඞඝමුදලිගේ
හේරත්,හේරත්,හේරත්
රිසාද්,එසද්,රිසාළු
සේනාරත්න,ස්නාරත්න,සේනාරත්න
නුවන්,නුවන්,නුවන්
සුරංග,වැසුරරහන,සුරාගශ
මරුසුනා,ඞමරුසුනා,ශඈශමරුසුනා
දුරගේ,දුරත්,දුරගශේ්
මොහමදු,මොහමටදු,ඞමොහමදුං
රත්නායකගේ,රත්නායකගේ,රත්නායනතගේක
මොහොම්මදු,මොහොම්මටු,මොහොම්මදු
නිලන්ති,නිලන්ති,ඞනිලන්ති
දිණීස,දුරස්,දිරේස
තන්තිරිගේ,තන්නිර්ගේ,තන්තිරිගේ
ඉන්ද්‍රන්,ඞශමනේද්‍රුන්,ඉන්න්
හේෂාන්,හනේෂාන්,හේෂාන්
ජයවර්ධන,ජයවර්ධනා,ජයවර්ධන
සාලිය,සාලිය,සාලිය
චන්ද්‍රසිරි,චන්ද්‍රසිර්,ඛඞඛඉචන්දසිරදි
මදුසංඛ,මදුසංඛ,මදුසංඛ්
ටකේෂි,ටක්‍කේෂ,ටකේෂි
තුවාන්,ච්වාන්,තුවාන්
යුගීස්වර,යුගිස්වර,ඞයුගීස්වර
බිහාන්,ඬඞබිනාන්,බිහාන්
ලියනගේ,ඞලියනගේ,ලියනගේ
චන්ද්‍රිකා,චන්දිකා,චන්දිකා
කෞෂලේකා,කෞෂලේකා,කෞෂලේකා
හේවාගේ,හේවාගේ,හේවාගේ
මධුවන්ති,මධුවන්ති,මධුවන්ති
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුකුන්තන්,මුකූන්තන්,මුකුන්තන්
මල්ලව,මල්ලව,යමල්ලව
කොතලාවලගේ,කොතලාවලගේ,කොතලාවලගේ
මරනිඤ්ඤා,මරනඤ්ඤා,මරනිඤ්ඤබා
මීගල්,මලේ,මීගලල්්
දසනායක,දසනායක,දසනායක
ගෙදර,ඞඛඔගෙදර,ගෙදර
ජිවාස්,විවඩ්,ජිවාස්
කුමාර,කුමාර,කුමාර
මර්කට්,මර්කට්,මර්කට්ට
ප්‍රභාත්,ප්‍රනාන්,ප්‍රභාත්
ගයාරා,යසාරා,ගයාරා
කුමාරි,්කුමාර්,කුමාරි
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
කරුණාපාල,කරුණාපාල,කරුණාපාල
අරුල්තේවි,අරුල්තේවි,අරුල්තේවී
පතිරගේ,පතිරගේ,පතිරගේ
මුතුගල,ඞඨඤකමුතුගගු,ඛඞමුතුගල
සිල්වා,සිල්වා,සිල්වා
මේබල්,ඞඛමේඛල්,ඞමෙබල්
අත්තනායක,අත්තනායක,අත්තනායක
රකීබ්,රඑබ්බ්,රති
නානායක්කාරගේ,නානායක්කාරගේ,නානායක්කාරගේ
ගෙදර,ගෙදර,එගැර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේං
ආරච්චිගේ,ආරච්චිගේ,ඞආරච්චිගේ
සත්සර,සත්සසජ,සත්සර
වලිමුනි,ඞච්ලිමුනි,වලිමුනි
සම්සුඩීන්,සම්සුඩීන්,ඞසම්සුඩීන්
ප්‍රියන්ති,පියන්ති,ප්‍රියන්ති
රිෂ්නා,රිෂ්නා,රිෂ්නා
විජේවික්‍රම,විපේවිත්‍රම,විපේවික්‍රමං
සචිනි,එවච්නි,සචිනි
ප්‍රනාන්දු,එ්‍රනාන්ද්‍ර,ප්‍රනාන්ද්‍ර
තන්තිරි,තන්නතිරට,තන්තිරිං
වසන්ත,වසන්ත,වසන්තං
රමනායකගේ,රමනායකගේ,රමනායකගේං
හේවගේ,නේවගේ,ඞඛහේවගේ
ගයාන්,ගයාන්,ගයාන්
මහින්ද,මහින්ද,මසින්ද
චම්පිකා,චම්පිකා,ඛඈචම්පිකා
සංජීව,සංජීව,යසංජජ
ගමගේ,ගමගේ,ගමගේ
විතාරණ,ඞචිනාරන,විතාරණ
ගෙදර,ගෙර,ෙදර
ධර්මසේන,ධර්මසේන,ධර්මසේන
ආරච්චිගේ,ඇආරච්චිගේං,ආරච්චිගේ
මීරාසාහිබු,ම්රාසාහිබු,ඞමීරාසාහ්බු
කුමාර,කුමාර,කුමාර
ෆාතිමා,ෆානිමා,ෆානිමා
විජේවර්ධන,විජේවර්ධනධනා,විජේවර්ධන
පාතිමා,පාතිමා,පාතිමා
දෙහිවලගේ,ඉදෙනිවලගේ,දෙහිවලගේ
වාසලආරච්චි,වාසලආරච්චි,වාසලආරච්චි
රණසිංහගේ,රණසිංහගේ,රණසිංහගේ
සිරිවර්ධන,සිරිවර්ධයධා,සිරිවර්ධන
කෝනාර,කෝනාර,කෝනාර
ගෞශිකන්,ඞගෞශිකන්,ඞශගශෞශිකන්
මුහම්මදු,මුනම්මටු,ඞඝහමුගම්මදු
වීබදු,විබදු,විදු
ජෙයානිදි,ජෙයානිදි,ජෙයානිදි
කුලසූරිය,බුලසූරය,කුලසූරිය
සුමතිපාල,සුමතිපාල,සුමතිපාල
ජොසප්,වාරොසර්,ඞජොසප්ං
රාමයියා,රාමයියා,රාමයියා
සමරවීර,ඈසමරවීර,ඞඈසමරවීර
ෂ්‍යාමිලා,ෂ්‍යාම්ලා,ෂ්‍යාම්ලා
මිරිස්සගේ,මිරස්සගේ,මිරිස්සගේ
ආරච්චිගේ,ආරච්චිගේ,ඞඈඇආරච්චිගේ
ප්‍රේමරත්නබණ්ඩා,ප්‍රේමරත්නඛණ්ඩා,ප්‍රේමරත්නබණ්ඩා
වහකුල,ඞවහකුල,ේවහකුල
කෝල්ගොඩ,කෝල්ගොඩ,කෝල්ගොඩ
පළිහවඩන,පළිනවඩන,පළිහවඩන
සමරකෝන්,සමරකෝන්,සමරකෝන්
තිලකරත්න,තිලකරත්න,තිලකරත්න
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
යක්දෙහි,ඛඈයක්දෙනි,යක්දෙනි
තමරා,බමරා,ඛඞඝඛතමරා
මොහමඩ්,මොහමඩ්,මොහමඩ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
බණ්ඩාර,බණ්ඩාර,බණ්ඩාර
නිහාල්,නිහාල්,නිහාල්
චන්ද්‍රිකා,චන්ද්‍රයා,චන්දිකා
පේඩිගේ,පේඩිගේ,පේඩිගේ
මන්දාකිණි,මන්දාකිනි,ඞඡමන්දාකිණි
රුවන්තිකා,රුචන්තිකා,ඉරුචන්තිකා
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මුතුගල්,ේඞමුතුගල්ං,ඞමුතුගල්
චන්දිමා,ඞචන්දමා,ඛඞසඇචන්දිමා
කුමාරි,බුමාර්,කුමාරි
නිලානී,නිලානී,නිලළානී
රිස්වාන්,රිස්චාන්,රිස්වාන්
සුලෝචනා,සුලෝචනා,සුලෝචනා
සෆ්රිනා,ඞඈසෆ්රනා,සෆ්රිනා
කොඩිකාර,බචබොඩිකාර,කොඩිකාර
පත්මදන,පත්මදමන,පත්මදන
පොඩිමැනිකා,පොඩිමැනිකා,පොඩ්මැනිකා
හේවාමද්දුම,හේවාමද්දුම,හේවාමද්දුම
කරුණාරත්නගේ,කරැණාරත්නගේ,කරුණාරත්නගේ
තත්සරණි,තත්සරණිං,ඞඇතත්සරණි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ගමගේ,ඞඉගමගේ,ගමගේ
ටි‍රෝන්,ටිරෝන්,රිරෝන්
තුසිතා,තුසිත,තුසිතා
බුද්ධික,බුද්ධිධඩ,බුද්ධික
අනුර,අනුර,අනුර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
පියවර්තනා,පියචර්තනාප,පියචර්තනා
පිහිල්ලගාවා,පිහිල්ලගාවා,පිහිල්ලගාවාං
බුද්ධරගේඅනිල්,බුද්ධරගේඅනිල්,බුද්ධරගේඅනිල්
මියුරු,වියරු,මියුරු
තෙයිවේන්ද්‍ර,තෙයිවේන්ල්‍ර,තෙයිවේන්ද
සුරාන්,සුරාන්,සුරාන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ඈපාසිංහ,ඈපාසිංහ,ේසඇපාසිංං
දේවගේ,දේවගේ,දේවගේ
දිසානායක,දිසානායක,දිසානායක
සමන්මලී,සමන්මලී,ඞඝසමන්මලී
මඩිත්තලගොඩේ,මඩිත්තලගොඩේ,මඩිත්තලගොඩේ
ශිරොනි,ඞඝෂ්‍රිරොනි,ඛශශිරොනි
නිරංජන්,නිරංජන්,නිරංජන්
ගෙදර,ගෙදර,දර
පාතිමා,ඬඈඉපාතිමා,පාතිමා
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේප
ශලීන්,ශලීන්,ශලීන්
ක්‍රිශානි,ක්‍රිශානි,ක්‍රිශානි
ගයාත්‍රි,ගයාත්‍රි,ගයාති
එරන්දි,චරන්දි,එරන්දිං
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
අංගගේ,අංගගේ,අංගේ
රත්නසිරි,රත්නසිට්,රත්නසිරි
කුමාරි,බුමාර,කිමාරි
මොහමඩ්,ඈමොනමඩ්,මොහමඩ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නලීම්,නලීම්්ඹ්,නලීම්
ප්‍රභාෂ්වර,ප්‍රභාෂ්වර,ඞඝප්‍රභාෂ්වාර
ආචාරිගේ,ආචාදගේ,ආචාරිගේ
ඉඳුමිණි,ඞඇඉුමිනි,ඉදුමිනි
කෞෂල්‍යා,කෞෂල්‍ය,ඞකෞෂල්‍යා
කංකානමලාගේ,කංකානමලාගේ,කංකානමලාගේ
රුද්‍රිගු,එදිගු,රැදගු
අත්තුඩාව,අත්තුඩාව,අත්තුඩාව
බබලනගේ,බබලනගේ,බබලනගේ
උක්කුවා,උක්ඛවා,උක්කුවා
ගෙදර,ගෙදර,ගෙදර
පෙරමුණකංකානමලාගේ,පරමුණකංකානමලාර,පරමුණකංකානමලාෝ
කුසුම්ලතා,සකුසුම්ලලා,කුසුම්ලතා
චන්ද්‍රිකා,චන්දිබධා,චන්දිකා
චන්ද්‍රසේන,චන්දුසේන,චන්දූසේන
හේනේලාගේ,හේනේලාගේ,හේනේලාගේ
මලවිපතිරනගේ,මලචිපතිරනගේ,මලවිපතිරනගේ
ජයසිරි,එයසිටි,ජයසිදි
ගුණසේකර,ගුණසේකර,ගුණසේකර
ජෙහ්ෆර්,මෙහ්ෆර්,ඞඈජෙහ්ෆරර්
රණසිංහ,රණසිංහ,රණසිං
මොහමඩ්,මොහමඩ්,මොහමඩ්
නිශාන්ත,නිශාන්ත,නිශාන්ත
ඇලපාත,ඇලපාත,ඇලපාත
ඉහළ,පෙළ,ඉහළ
කොස්ගොඩලියන්නලාය,කාස්ගොඩලියන්නලා,කාස්ගොඩලියන්නලා
වනමලී,ඞඛේවනමලි,වනමලී
ඉරේෂා,ඞඉරේෂා,ඉරේෂා
කුමුදුනි,ඛඞසකූමුදුනිං,කුමුදුනි
බඩල්ගේ,බඩල්්ගේ,ශඈබඩල්ගේ
රාසලිංගම්,රාසලිංගම්,රාසලිංගම්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සකුන්තලා,සකුන්තලා,සකුන්තලා
මධුවන්ති,ඞඈමධුචවන්නි,ඞමධුවන්ති
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ෂ
රියාස්,රියාසහ්,රියාස්
රූබසිංගේ,රූබසිංග්,ඞරුබසිංගේ
ලාහිර්,ලාහිරි,ලාසභ්ර්
මානගේ,මානගේ,මානගේ
අබ්දුල්,අබ්දුල්,අබදුල්
විග්නයාදේවි,වචිග්නයාදේවි,විග්නයාදේවි
හසංගිකා,හසංගිකා,ඞඈහසංගිකා
කනගරත්නම්,කනගරත්නම්,කනගරත්නම්
තිලකරත්නබන්ඩා,තිලකරත්නබන්ඩා,නිලකරත්නබන්ඩා
වෙදරාළලෑ,වචෙදරාළළා,වෙදරාළළං
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සෝමලතා,සෝමලනා,සෝමලතා
ගෙදර,ගෙදර,ගෙදර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කෞශල්‍යා,කෞශල්‍යා,ඞකොෞශල්‍යා
උදාරිකා,උදාරකා,උදාරිකා
ස්ටීවන්,ස්ටිවන්,ස්ටීවන්
ජේම්ස්,පේම්ස්,පේම්ස්
කිරින්දේ,ඞඇකිරින්දේ,කිරින්දේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පතිරන්නැහැලාගේ,පතිරන්නැහැලාගේ,පතිරන්නැහැලාගේ
රන්පටි,එන්ටර්,රන්පටි
නානායක්කාර,නානායක්කාර,නානායක්කාර
රංජිත්,රංජිත්,රංජිත්
රාසමනි,රාසමනි,රාසමනි
රන්බංඩා,රන්බංඩා,රන්බංඩා
මිහිරි,ම්නර්,මිසිරි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ෂෙනෙලා,ෂෙනෙලා,ෂෙනෙලා
මාතරගේ,මාතරගේ,ධේඈශඡමාතරගේ
කසුන්,බසුන්,කසුන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
හදිඥ්ඥපොල,හදුඥ්ඥපොල,හදිඥ්ඥපොල
ගෙදර,ගෙදර,ගෙදර
කුමාර,කුමාර,කුමාර
පෙරේරා,පෙරේරා,පෙරේරා
මැණිකා,මැණිකා,ඞමැණිකා
උද්දීප,උර්දිප,උද්දීිප
කාරියවසම්,කාරියවසම්,කාරියවසම්
සමිත්,සමත්,සමිත්
ලලන්ති,ලලන්ති,ේඞඔලලන්ති
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
තිත්ත,තිත්ත,තිත්ත
සමරවීර,ඞඉසමරවීර,සමරවීර
මධුරංග,මධුරංග,මධුරංග
කොටුවේගොඩ,කොටුවේගොඩ,කොටුවේගොඩ
මොහමඩ්,මොහමඩ්,ඞඈමොහමඩ්
මොහම්මදු,මොහම්මදු,මොහම්මදු
හේරත්,හේරත්,හේරත්
දිලීප්,ළිප,දිර්ට්
ගමගේ,ඞගමගේං,ගමගේ
විජේකෝන්,චිපේකෝන්,විජේකෝන්
විතානගේ,චිනානගේ,විතානගේ
ඉලන්දරන්,ඉලන්දරන්,ඉලන්දරන්
සහෝදරි,සහෝදර්,ඞසගෝදරි
ප්‍රියන්ති,අපියන්නි,ප්‍රියන්ති
පස්‍යාල,පස්‍යාල,එස්‍යාල
මාකාවිට,ඞසමාකාව්ට,ඞඝඉමාකාවිට
නානායක්කාරවසම්,නානායක්කාරවසම්,නානායක්කාරවසම්
විජයලෙච්චුමී,විජයලෙච්චුම්,විජයලෙචචුම්
සම්පත්,සම්පත්,ඞඛේඝඞඨසම්පත්
සිසිර,සිසිර,සිසිර
කුට්ටි,බර්ටි,කුර්ථි
නෙල්ලිවින්නේ,නනෙල්ලිවින්නේ,නෙල්ලිවින්නේ
ඕෂදී,ගිබදී,ඔද
අරම්පත්ත,අරම්පත්ත,අරම්පත්ත
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
විදාන,වීඩන,යවවිඩාන
සහානී,සනානී,සගානී
සෝමවීර,සෝමවීර,ඛඞඝසෝමවීර
අමුගොඩ,අමුගොඩ,අමුගොඩ
නිපුනච්චාරිගේ,නිපුනච්චාර්ගේ,නිපුනච්චාරිගේ
රන්කොත්,රන්කොත්,රන්කොත්
ගුණසේකරන්,ගුණසේකරන්,ගුණසේකරන්
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
මොහමඩ්,මමානමඩ්,මොහමඩ්
කරුණාතිලක,කරුණාතිලක,කරුණාතිලක
මිහිඳුකුලසූරිය,මිහිඳුකුලසූරය,මිහිඳුකුලසූරිය
බේබිනෝනා,බේඛබිනෝනා,බේඛිනෝනා
සතුර්ත්තන්,සතරිත්තන්,සතුර්ත්තන්
නැදිමාල,නැදිමාළල,නැදිමාල
නිමානි,ඞනිමානි,නිමානි
රනසිංහ,රනසිංහ,රනසිංං
මොහම්මදු,මොහම්මදු,මොහම්මදු
රන්මිනිපුර,අරන්ම්නිපුර,රන්මිනිපුර
මොහමඩ්,මොහමඩ්,මොහමඩ්
රාමචන්ද්‍රන්,රාමචන්ද්‍රන්,රාමචන්දන්
මන්ත්‍රී,මන්ත්‍රි,මන්මත්
ආයිෂා,ආයිෂා,ආයිෂා
නුවන්රත්න,නුචන්රත්න,නුවන්රත්න
ජයන්තසිරි,ජයන්තසිරට,ජයන්තසිරි
ශිරෝමනී,ඨඈඡගශිරෝමනී,ශිරෝමනී
බින්තානි,ඞසඇබින්තානි,ඞඇබින්තානි
සිල්වා,යසිල්වා,සිල්වා
විල්හෙලම්,විල්හෙලම්,විල්ගෙලම්
නිසංසලා,නිසංසලා,නිසංසලා
ඉක්බාර්,ඉක්බාර්,ඉක්බාර
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
පුර්සන්,පුර්සන්,පුර්සන්
රණසිංහගේ,රණසිංහගේ,රණසිංහගේ
උදයංගනී,උදයංගනී,උදයංගනීං
රංජනී,රංජන්,රාජනී
ගඟබඩගේ,ගැඹුබඩගේ,ගෘබ්ඛඩගේ
පටබැඳි,පවබැඳි,පටබැඳි
ඩිල්ශාද්,ඩිල්ගාද්,ඩිල්ශාද්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
දමයන්ති,දමයන්ති,ශඈදමයන්ති
දීපිකා,දීපිකා,දීපිකා
නිසාර්,නිසාර්,නිසාර්
නිශන්සලා,නිශන්සලා,ඞනිශන්සලා
පෙරේරා,පෙරේරාං,පෙරේරා
ඥානානන්දන්,ඥානානන්දන්,ඥානානන්දන්
ගල්ලද්දලාගේ,ගල්ලද්දලාගේ,ගල්ලද්දලාගේ
පෙරේරා,පෙරේරා,පෙරේරා
