original,Malith,Abhaya
මූකන්දන්ගේ,මූකන්දන්ගේ,මූකන්දන්ගේ
මධුෂානි,ඞඈඛහමධුෂානි,ඞඝමඩධුමානි
විජේගුණවර්ධන,විජේගුණවර්ධන,විජේගුණවර්ධන
අනෝමා,අනෝමා,අනෝමා
ප්‍රමිත්,ප්‍රමිත්,ප්‍රමිත්
මීගහවත්ත,මීගනවත්ත,මීගහවත්ත
ඥාණමලර්,ඥාණමලර්,ඥාණමලර්
ජයසිංහ,ජයසිංහ,ේජයසිංං
හර්ෂිමා,ඞසතර්ෂ්මා,හර්ෂිමා
සිල්වා,සිල්වා,සිල්වා
සූරියබණ්ඩාර,සූරයබණ්ඩාර,සූරියබණ්ඩාර
ජසින්තා,ජසින්තා,ජයසින්තා
ත්‍රිමාන්න,සඇජපත්‍රිමාන්න,ඞඇත්‍රිමාන්න
වික්‍රමරත්න,චික්‍රමරතන්න,චික්‍රමරත්න
මහම්මදු,මතනම්මටු,ඞමහම්මද්‍රු
ඩිලුක්ෂා,ඛඞඩ්ලූක්පා,ඩ්ලුක්ෂා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
බණ්ඩාර,බණ්ඩාර,ඞබණ්ඩාර
සංජීව,ඉසංපිව්,සංජීව
නයනා,නයනා,න්‍යතා
සේනානායක,සේනානායක,සේනානායක
නිලන්ති,නිලන්ති,නිලන්ති
මුබාරක්,මුබාරක්ං,මුඛාරක්
ලොකුගේ,ඞශලලොකුගේ,ලොකුගේ
නිල්මිණි,ඞඈනිල්මිනි,ඞඈනිල්මිනි
ලියන,ලියය,ලියා
නිශානි,ඞනිශානි,නිශානි
සුලක්ඛණ,සුලක්ඛණා,සුලක්ඛණා
රෝහණ,ඨඇරෝනණ,රෝහණ
දුරයලාගේ,දුරයලාගේ,දුරයලාගේ
රුක්ෂානි,උජරැක්ෂානි,රැක්ෂානි
කපුගීකියනගේ,කපුගිකියනගේ,කපුගීකියනගේ
සියාම්,යසිලාම්,සියාම්
රහීම්,රම්,රහීම්
නිවේදන්,ඇනිවේදුන්,නිවේදන්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
දිසානායක,දිසානායක,දිසානායක
සිල්වා,සිදර්වා,සිල්වා
තරිඳු,අර්දුා,තරිදු
පටබැඳිගේ,පටබැඳිගේ,පරටබැදිගේ
මර්ජාන්,මර්ජාන්,මර්ජයාන්
පල්ලේගම,පල්ලේගම,පල්ලේගම
එදිරිසිංහ,චිදිර්සිංහං,ඛඞඝඑදිරිසිගං
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
රංජිත්,රංජිත්,රජිත්
සුරේෂ්,සුරේෂ්,සුරේෂ්
ගෙදර,ඞමහගෙර,ගෙදර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
හකමුව,හකමුව,ගහකමුව
විජමුණිගේ,චිජමුණිගේ,විජමුණිගේං
අතුල,අතුල,අතුලු
වෙදලාගේ,වෙදලාගේං,වෙදලාගේ
විජේරත්න,විපේරත්න,විජේරත්න
