original,Malith,Abhaya
මනෝජ්,මනෝජ්,මනෝජ්ං
ඔලබොඩුවලාගේ,ඔලබොඩුවලාගේ,ඔලබොඩුවලාගේ
සමීර,සරීර,සමීර
ජයමාන්න,ජයමාන්නං,ජයමාන්න
මැහැරඹ,මැතැරඹ,ඛඞඉමැහැරඹු
ආරුමුගම්,ආරුමුගම්,ආරුමුගම්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
කලුගල,ඞකලූගග,කලූගල
අමිල,අමිල,අමිලං
රණවීර,රණවීර,රණවීර
මැණිකේ,මැණිකේ,මැණිකේ
මොහම්මඩ්,මොහම්මඩ්,හමොහම්මඩ්
මතූරිකා,ඞමනුර්කා,වමතුරිකා
කුමාර්,කුමාර,කුමාර්
සජීවනී,සජීවනී,සජීවනී
ලිංගරෙත්තිනම්,ලිංගරෙත්තිනම්,ලිංගරෙත්තිනම්
‍ප්‍රියන්ත,ප්‍රියන්ත,ප්‍රියන්ත
ආරච්චිගේ,ආරච්චිගේ,ඬඈආරච්චිගශේ
ශාන්ත,ශාන්ත,ශාන්ත
කාන්ති,කාන්ති,තාන්ති
තේදියස්,ඛේසතේදියස්,ඞතේදියස්
චතුරංග,චිතුරුග,චතුරංග
දමයන්ති,දමයන්ති,දමයන්ති
විටස්,විටත්,විටබ්
කොතලාවලගේ,කොතලාවලගේ,කොතලාවලගේ
යක්ගහ,යක්ගන,යක්ගග
පල්ලියගුරුගේ,පල්ලියගුරැගේ,පල්ලියගුරුගේ
විජයපාල,චිජයපාල,විජයපාල
දෝවිට,ද්‍රෝවට්,දෝවිට්
පියුමන්ත,පියුමන්න,පියුමන්ත
මැටිල්ඩා,මැට්ල්ඩා,මැටිල්ඩා
හේරත්,හඡේරත්,හේරත්
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
සෙනරත්,සෙනරත්,සෙනරත්
දමයන්ති,ඞදමයන්නි,දමයන්ති
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ඉසික,ඉයික,ඉසික
සුනන්ද,සුනන්ද,ඞශසුනන්ද
රත්නායක,රත්නායක,රත්නායක
කුමාර්,කුමාර්,කුමාර්
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
හංසිකා,වංසිකා,හංසිකා
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේ
සහානා,සනානා,සභශානා
රසිකා,ඊසිකා,රසිකා
කැලුම්,බැලුම්,කැලුම්
කුමාරි,කුමාරද,කුමාරි
වසන්ති,චසන්නි,වසන්ති
හෙට්ටි,ඛෞඞඝපහෙට්ට්ි,හෙට්ටි
සම්පත්,සම්පත්,සම්පත්
රතුමුණි,ේශඇජරතුමුණි,ඛඞඔරතුමුනි
ඒකනායක,චිකනායක,ඒකනායක
විජේසිංහ,ඞඈවිපේසිංහග,ඛහසඇචිපේසිංහං
හෙට්ටිආරච්චිගේ,මහටිටිආරච්චිගේ,හෙට්ටිආරච්චිගේ
චමින්ද,චමින්ද,චමින්ද
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සේනාරත්න,සේනාරත්න,සේනාරත්න
සෆාන්,සලාන්,සෆාන්
කළුකිරාලාගේ,කළුකිරාලාගේ,කළුකිරාලාගේ
තුයියාහන්දි,තුයියාහනන්දි,තුූයියාගනදිං
තුය්‍යලාගේ,තුය්‍යලාගේ,තුය්‍යලාගේ
සාරංග,සාරංග,සාරංග
උදය,එදාශහ,දාදු
නිමාලි,නිමාලි,ඞනිමාලි
කුමාර,කුමාර,කුමාර
වර්ණකුලසූරිය,වර්ණකුලසූරය,වර්ණකුලසූරිය
මුලාචාරිලාගේ,මුලාචාරලාගේ,මුලාචාරිලාගේ
ලිවේරා,ලිවේරා,ලිවේරා
මදුවන්තී,ඞමදුචන්ති,මදුවන්තී
පේමරත්න,පේමරත්න,පේමරත්න
කාරියවසම්,කාරියවසම්,කාරියවසම්
ගුණරත්න,ගුණරත්න,ගුණරත්න
සුදාරා,සුදාරා,සුදාරා
නසීමා,නසීමා,ශනසීමා
රාජපක්‍ෂ,රාජපක්ත,රාජපක්කු
සරස්වති,සරස්වනි,ඞඬඉසරස්වති
තාරක,වාරක,තාරක
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ඇන්ටන්,ඇන්ටන්,ඇඉඇන්ටන්
බුද්ධික,බුද්ධිධා,බුද්ධිත
පතිරන්නැහැලාගේ,පතිරන්නැහැලාගේ,පතිරන්නැහැලාගේ
රන්ගාරි,රන්ගාර්,රන්ගාරි
ෆාසීර්,ලාසිර්,ෆපාසීර්
සංගයියා,සංගයියා,සංගයියා
විතානගේ,විතානගේ,චිතානගේ
දුරයලාගේ,දුරයලාගේ,දුරයලාගේ
වීරසිංහගේ,වීරසිංහගේ,වීරසිංහගේ
ශාමලි,ශගාමලි,ශාමලි
නීල්කාන්ත,නීල්කාන්ත,නීල්කාන්ත
පෙරියසාමි,පෙරයසාම්,පෙරියසාම්
රත්නායක,රත්නායක,රත්නායක
කෙන්නලාගේ,කෙන්නලාගේ,කෙන්නලාගේ
තරිඳු,දු,යතර්දුු
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මල්කාන්ති,ඞඈඇමල්බාන්නි,ඞසඞමල්කාන්තිං
මුදියන්සේලාගේ,මුද්‍රියන්සේලාගේ,මුදියන්සේලාගේ
කාන්ති,කාන්ති,කාන්ති
නජිමිලා,ඈනපජිම්ලා,ධඛනජ්ම්ලා
කොඩිතුවක්කු,බොඩ්තුවක්කු,කොඩිතුවක්කු
මිරිස්වල,මිර්ස්ව්ල්,මිරිසවල
වනසිංමුදියන්සෙලාගේ,වනසිංමුදියන්සෙලාගේ,වනසිංමුදියන්සෙලාගේ
ෆයිස්දීන්,ෆයිස්දීන්,ෆයිස්දින්
සේනාධීර,සේනාධීර,සේනාධීර
වසන්ති,වසන්ති,ඛඝවසන්ති
නිව්ටන්,ඞනිවිටන්,නිව්ටන්
දැලිගේපොල,දැලිගේපොල,දැලිගේපොල
රණසිංහ,රණසිංහ,ඈරණසිංංං
ෂමීෂා,ෂම්පෂා,ෂමිෂා
සුකුමාර,සුකුමාර,සුකුමාර
සේනානායක,සේනානායක,සේනානායකං
ගලබලන්නලාගේ,ගලබලන්නලාගේ,ගලබලන්නලාගේ
නඩේසන්,නඩේසන්,තඩේසන්
චමින්දන,චම්න්දන,ඞඨචමින්දන
නඩරාජන්,නඩරාජන්,නඩරාජන්
වෛරමුත්තු,වචෙරමුත්තු,වමෛරමුත්තු
උඩගෙදර,උඩගෙදර,ඞඝඋඩගෙදර
පකීරදන්,පකීරදන්,පතීරදන්
මුහමදිරමලාගේ,මුහමදිරමලාගේ,මුහමදිරමලාගේ
ගයන්ත,ගයන්න,ගයන්ත
දෙවටේ,දෙවටේ්,දෙවටේ
පනාකඩුව,පනාකඩුව,පනාකඩුවක
යෝගරාසා,යෝගරාසා,යෝගරාසා
අලුත්,අලුත්,අලුත්
රිෆානා,රිෆානා,රඅෆානා
තිළිණි,ඞීතිළිනි,ඞනිළිනි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
පාතිමා,පානිමා,පාතිමා
ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ
පුන්‍යසීලන්,පුන්‍යසීලන්ං,පුන්‍යසීලන්
දේවයලාගේ,දේවයලාගේ,දේවයලාගේ
ප්‍රියදර්ශන,ප්‍රියටර්ශන,ප්‍රියදර්ශන
නයීම්,නගයීම්,න්‍යදීම්
හිටිහාමු,සහිටිහාමු,හිටිගහාමු
විදානරාලලාගේ,විදානරාලලාගේ,විදානරාලලාගේ
අබේවර්ධන,අබේවර්ධන,අබේවර්ධන
දෙමටගොඩ,දෙමටගොඩ,දෙමටගොඩ
සඳමාලි,සඳමාලි,ඛඞසඛසඳමාලි
දිෂාන්දිනි,ඞදිෂාන්දිනි,දිෂාන්දිනි
කුමාර,කුමාර,කුමාර
රනසිංහගේ,රනසිංහගේ,රනසිංහගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
රුවන්,රුවන්,රුවන්
තේවරාසා,තේවරාසාං,තේවරාසා
නිලන්ත,නිලන්ත,නිලන්ත
චන්ද්‍රිකා,චන්දිකා,ඛඞසඞචන්දිකා
ඉන්දික,ඛේඉන්දිකා,ඉන්දික
මුහම්මදු,ඞමුහනම්මටු,මුහම්මද්‍රු
වාසුල,වාසුළ,ඞඈවාසුල
හේවගේ,හේවගේ,ඞහේවගේ
හේරත්,ඞහනේෙේරත්,හේරත්
කුමාර,කුමාර,කුමාර
උපසේන,උපසේන,උපසේන
තත්සරණි,තත්සරණිං,ඞඇඇතත්සරණි
නිමාසා,ඞනිමාසා,ඞනිමාසා
බණ්ඩාරලාගේ,බණ්ඩාරලාගේ,බණ්ඩාරලාගේ
අමලා,අමලා,අමලා
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
ඉන්දික,මන්දුක,යබින්දික
රසාදරි,රසාරර්,රසාදරි
කුමුදු,මුදු,තුමු
දිසානායක,දිසානායක,දිසානායක
පේරුවේගම,පේරැවේගම,පේරුවේගම
සිල්වා,සිල්වා,ඞසිල්වා
එදිරිසිංහ,චිදිරසිංහ,ඛසඑදිරිසිහං
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේ
හින්නාවල,හින්නාවල,හින්නාවල
සෙනෙවිරත්න,සෙනෙවිරත්න,සෙනෙවිරත්න
නසිම්,ඞනසිම්,නසිම
සිලිනෝනා,සිලිනෝනා,සිලිනෝනා
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
චමිලා,එම්ලා,චමිලා
හෙට්ටිඅප්පු,හෙට්ටිඅප්ථු,හෙට්ටීඅප්පු
මිණිමුතු,ඞඝමිණිමුබු,මිණිමුතු
හේවානන්දන්,හේවානන්දන්,හේවානන්දන්
නිශාදි,නිශාදි,නිශාදි
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
හරිදා,භරදා,ගදා
සංජීව,සංජපීට්,සංජව
සුරංජ,සුරංජ,සුරංජු
වලිකීනෙ,වචලළිකීිනෙ,චලිතිනෙ
අමිල්කා,ඞඅම්ල්කා,අමිල්කා
සුහේර්,සුහේර්,සුගේර
රෙසාන්,රෙසාන්,රෙසාන්
ඉසුරු,යුරු,ඉසුරු
ඩිලාන්ත,ඩිලාන්න,ඞඇඩිලාන්ත
කුමාර,කුමාර,කුමාර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දාස්ප්‍රනාන්දු,දාස්ප්‍රනාන්ටු,දාස්ප්‍රනාන්දු
පාතිමා,පාතිමා,පාතිමා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සුනිල්,සුනිල්,ඞඝසුනිල්
අමානුල්ලා,අවමානුල්ලා,අමානුල්ලා
අමල්,අමල්,අමල්
කුමාර,කුමාර,ඛඞඅකුමාර
මිනෝරි,මිනෝර්,මිනෝරි
සිංගම්කුට්ටිගේ,සිංගමිකුටිටිගේ,සිංගම්කුට්ටිගේ
ඉහල,ඞඝඉඉහල,ඉහල
උඩුගම,උඩුගම,උඩුගම
බෙනාසිර්,ඞබෙනාසිරි,බෙනාසිරයි
පද්මිණී,පද්ම,පද්ම
පියුමි,වියුම්ි,පියුමි
පාතිමා,පාතිමා,පාතිමා
පාවනාසම්,පාවනාසම්,පාවනාසම්
ෂියානා,ෂියානා,පියානා
අන්තෝනි,අන්තෝනි,ඞඅන්තෝනි
දිනුක,දිනුක,දිනුක
දෙව්නි,සදෙවිනි,දෙවනි
ලක්ෂාන්,ලක්ෂාන්,ඞඨලක්ෂාන්
සෆායිර්,සෆායිර්,සෆායිීර්
හේමමාලා,හේමමාලා,හේමමාලා
පියෝරිස්,පියෝරස්,පියෝරිස්
නවරත්නගේ,නචරත්නගේ,නවරත්නගේ
ඩික්ස්මන්,ඩික්ස්මන්,ඩික්ස්මන්
කුමාර,කුමාර,කුමාර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
එදිරිසිංහ,චිදිර්සිංහං,එදිරිසිහ
වික්‍රමසිංහ,වික්‍රමසිංග,වික්‍රමසිංං
තිලක්,නිලක්,තිලක්
රාලලාගේ,රාලලාගේ,රාලලාගේ
චින්තක,වචින්නක,ඊකචින්තත
තරිදු,මංතර්රු,නතරිදු
සෝදිගේ,ඞසෝදිගේ,සෝදිගේ
මීචල්,වීවල්,මීිචල්
අමීර්,අවර,අමර
උදේනි,උදේනි,ඞඋදේනි
කෝට්ටේ,කෝට්ටේ,කෝට්ටේ
ෆාතිමා,ෆානමා,ෆාතිමා
ගමරාල්ලාගේ,ගමරාල්ලාගේ,ගමරාල්ලාගේ
දර්මරාසා,අදර්මරාසා,දර්මරාසා
කුමාර්,බමාරු,කුමාර්
රන්ජන්,රන්ජන්,රන්ජන්
මන්න,මන්න,මන්ත
හෙම්බාදුර,හතෙම්බාදුරං,හෙම්බාදුර
ගෙදර,ගෙදර,ගෙර
පස්යාල,පස්යාල,පස්යාල
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මාකවිටගේ,මාකවිටගේ,මාකව්ටගේ
ගමේකන්කානමලාගේ,ගමේකන්කානමලාගේ,ගමේකන්කානමලාගේ
හෙයියන්තුඩුවගේ,හයියන්තුඩුවගේ,ගෙයියන්තුඩුවගේ
වල්පොළ,ඞචල්පොළ,ඞවල්පොෙොළ
ගුහාගොඩ,ගුනාගොඩ,ගුශහාගොඩ
සිවකුමාර්,සසිවකුමාර්,සිවකුමාර්
ටිකිරි,විතර,විසිරි
චන්ද්‍රා,චන්දා,චන්දා
දයාවංශ,ඞඈඉදුයාචංශ,දයාවංශ
රණවතී,රණවනී,රණවතී
ගම්මැද්දගේ,ගම්මැද්දගේ,ගම්මැද්දගේ
කැලුම්,බැලුම්,කැලුම්
කාදර්,කාදර්,කාදර්
මොහම්මදු්,මොහම්මර්,මොහම්මද්‍ර්
නාරංගොඩගේ,නාරංගොඩගේ,නාරංගොඩගේ
මුණසිංහ,ඞමුණසිංහ,ඛඛඞඨඇඡමුණසිං
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
රාල්ලෑ,රාල්ල්‍ය,රාල්ලැං
ආතර්,ආතර්,ආතර්
මක්කයිසන්,මක්කයිසන්,මක්කයිසන්
සිරිමෝහන්,සිරමෝහන්,සිරිමෝහන්
ලහිරු,ලහිරු,ලගසිරු
සනින්ද්‍ර,සනින්දු,සනින්ද
පුර්ණිමා,ඞඇජපුරිණිමා,පුර්ණිමා
මුණසිංහ,මුණසිංහ,ඞමුණසිං
චන්ද්‍රකාන්ති,චන්ද්‍රකාන්ති,චන්දකාන්ති
ෆාතිමා,ලාමා,ෆාතිමා
සෙල්ලයියා,සෙල්ලයියා,සෙල්ලයියා
ගෙදර,ඞඝඛඔගෙදර,ගෙදර
රසිකා,රසිකා,රසිකා
රේවති,රේව්න්,මර්වති
ඉෂාවරි,ඉමොව්,ඞඅඉඅෂාවර්
රසික,රසිකං,රසික
ප්‍රියංගනී,ප්‍රියංගනී,ප්‍රියංගනී
ක්‍රිස්තෝගු,බ්‍රිස්තෝගු,ක්‍රිස්තෝගශු
තෙල්වඩන,තෙල්වඩන,තෙල්වචඩන
අකුරංගේ,අකුරංගේ,අකුරංගශේ
පනික්කියලාගේ,පනික්කියලාගේ,පනික්කියලාගේ
ගයාන්,ගයාන්,ගයාන්
හපන්පේඩි,හපන්ජේඩ්,ඞහපන්පේඩ්
අයේෂා,අයේෂා,අයේෂා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
හංගිඩිගෙදර,හංගිඩිගෙදර,හංගිඩිගෙදර
රුක්ෂාන්,රැක්ෂාන්,රුක්ෂාන්
ගුණවතී,ගුණවලබී,ගුණවතී
සතුර්ෂන්,සබරිෂන්,ශසතුර්ෂන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
රුක්මල්,උශරෑැක්මල්,රුක්මල්
කෝරාලලාගේ,කෝරාලලාගේ,කෝරාලලාගේට
ගාමිණී,නාම්,ගාම්ම්
පිල්ලෑ,පිල්ලර්,පිල්ලැ
නුගවෙල,නුගවෙල,නුගවෙල
පේඩිගේ,ඬඞපේඩ්ගේ,පේඩිගේ
වීරසිංහ,වීරසිංහ,වීරසිංහ
මහේෂ්,ඛේඞඝමහේෂ්,මහේෂ්
හිරංග,හිරංග,සිරග
තිරිමාදුර,හිරිමාදුර,තිරිමාදුර
ජීවතර්සන්,ජීවතර්සන්,ජීවතර්ඝසන්
නාෆීර්,නාෆිර්,නොාසඨිර්
ගුණවර්ධන,ගුණවර්ධන,ගුණවර්ධන
පවුත්තිරා,පවුත්තරා,පවුත්තිරා
ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර,ප්‍රනාන්ද්‍ර
සහර්දීන්,සඇසහර්දීන්,ඨජසහරදීන්
දිල්හානි,දිල්හානි,දිල්හානි
පසිඳු,පසිළු,පසිදු
කුමාර,කුමාර,කුමාර
චානක,චානනා,ේසශඑචානන
රුමේස්,ේඅරැමේස්,රුමේස්
කන්දසාමි,කන්දසාම්,ඞකන්දසාම්
අරුණ,අරුණ,අරුණු
නිශ්ශංකගේ,නිශ්ශංකගේ,නිශ්ශංකගේ
ප්‍රියන්ති,පි්‍රියන්නි,ප්‍රියන්ති
මුහම්මදු,ඞඈඇමුහම්මදු,මුහම්මදු
ධම්මික,ධම්මික,ඞධම්මික
රදාගේ,රදාගේ,රදඳාගේ
හර්ෂානියාත්,හරිෂානියාන්,හර්ෂානියාත්
මධුරි,මරු,එධරි
කුමාරි,කුමාරු,කුමාරි
දුලාන්,දුලාන්,දුලාන්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
අනිල්,අනිල්,අනිල්
ජෙනට්,පෙනට්,ජෙනට්
චන්ද්‍රසිරි,ඞඇචන්දුසිරට,කඞඛඋඡනචන්දසිරදි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කුඹුරගේ,කුඹුරගේ,ඉකුඹුරගේ
මුලාචාරිගේ,මුලාචාර්ගේ,මුලාචාරිගේ
පන්ජවර්නම්,පන්ජවර්නම්,පන්ජවර්නම්
අනුෂා,ඬඞඅනුෂා,අනුෂා
කලෝගහතැන්නේ,කලෝගහතැන්නේ,කලෝගගතැන්නේ
උපුල්,උපුල්,දඋරුල්
වීරසංගිලි,ඞඈචිීරසංගිලි,වීරසංගීලි
බුටාගොල්ලෙ,බුටාගොල්ලෙ,බුටාගොල්ලෙ
චන්ද්‍රදාස,චන්ද්‍රදාස,ඞඇචන්දදාස
ජයවතී,පයවධලිී,ජයවතී
සිංහල,සිංහල,සිංහල
වාසුක,වාසුබ,වාසුක
හපුතන්ත්‍රිගේ,හපුතන්ත්‍රිගේ,හපුතන්ත්‍රිගේ
මංජුල,මංජුල,මංජුල
සහිතා,සෂනිතා,සහිතා
ශිරෝමි,ඞශිරෝම්,ගිරෝම්
මල්දෙනිය,මල්දෙනිය,ඬඈමල්දෙනිය
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුතුතන්ත්‍රි,මුතබුතන්ත්‍රි,ඞහමුතුතන්ත්‍රි
මහපටබැදිගේ,මහපටබැදිගේ,මහපටබැඳිගේ
මූකන්දන්ගේ,මුූකන්දන්ගේ,මූකන්දන්ගේ
වීරරත්න,චීරරතන්න,විරරත්න
බාලසූරිය,බාලසූරය,බාලසූරිය
රාජපක්‍ෂ,රාජපක්ත,රාජපක්සකු
මද්දගේ,මද්දගේ,ඞමද්දගේ
අඩෙයික්කලම්,අඩෙයික්කලම්ි,අඩෙයික්කලම්
මුහන්දිරම්,මුහන්දිරම්,මුහන්දිරම්
එන්ද්‍රා,චන්ද්‍රා,එන්දා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
චල්මි,වම්,එල්මි
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ජයසේකර,ජයසේකර,ජයසේකර
