original,Malith,Abhaya
කමල්සිරි,ඈශකමල්සිට,ඛසකමල්සිරි
ෆාතිමා,ෆාතිමා,ෆාතිමා
මලල්ලගේ,මලල්ලගේ,මලෙල්ලගේ
නිරන්ජන,නිරන්ජන,නිරන්ජන
අනුසියා,ධඋඅනුසියා,සඤඅනුසියා
ගුණවතී,ගුණවතී,ගුණවතී
ජයරත්න,පයරත්න,ජයරත්න
යුසුෆ්,යුසුෆ්,යුසුෆ්
තරුෂාන්,තනරුෂාන්,තරුෂාන්
ප්‍රියංකා,ප්‍රියංකා,ප්‍රියකා
ආරියවංශ,ආර්යවංශ,ආරියවංශ
යමුනා,යමුනා,යමුනා
මිත්තගේ,මි්ත්තගේ,මිත්තගේ
මායාන්ඩි,මායාන්ඩි,මායාන්ඩ්ං
මංජුල,මංජුල,මංජුලු
අක්ෂයන්,ඈඅක්ෂයන්,අක්ෂයන්
වසන්ත,චසන්ත,ඞසඛවඑසන්ත
ජයනන්ද,පයනන්ද,ජයනන්ද
මන්ජුලතා,මන්ජුලතා,ඞහමන්ජුලතා
ගුරුගේ,ඞගුරුගේ,ගරුගේ
ඇල්ෆ්‍රඩ්,ඇල්ෆ්‍රඩ්,ඒඇල්ෆඩ්
නවෝද්‍යා,ඞනචවෝද්‍යා,නවෝද්‍යා
ලක්මාලි,ලකක්‍්මාලි,ඞලක්මාලි
මදුරච්චාරිලාගේ,මදුරච්චාරිලාගේ,මදුරච්චාරිලාගේ
වීරසූරිය,ඉචිරසූර්ය,වීරසූරිය
රමුද්ධිකා,ඞඋජරමුද්ධිකා,රමුද්ධිකතා
මායලගු,මායලල්‍රු,ඞමායලු
පත්මාවති,පත්මාවති,පත්මාවති
විශ්මික,ඞවචිශ්ම්ඛ,විශ්ම්ක
අපරැක්කගේ,අපරැක්කගේ,අපරැක්කගේ
පල්ලෙක්,පල්ලෙක්,ඞපල්ලෙක්
දිස්නා,දිස්නා,දිසනා
එල්රිට්,චල්ර්ට්,එල්රිට්
ඉනෝකා,ඉනෝකා,ඉනෝකා
රුවන්,රැචවන්,රුවන්ක
සුමනදාස,සුමනදාස,සුමනදාස
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ලහිරු,ලහිරු,ලසිරු
ප්‍රියන්ත්‍රිකා,පියන්ෆබ්‍රිකා,ප්‍රියන්ත්‍රිකා
ප්‍රභාත්,ප්‍රනාත්,ප්‍රහාත්
ශබීර්,ශබ්ර්,ශ්ර
කොකටිය,කොකට්ය,කොකටිය
නිර්මලා,ඨඈඛනිර්මලා,නිර්මලා
දිනපාලගේ,දිනපාලගේ,දිනපාලගේ
ප්‍රශාන්ත,එප්‍රෂශාන්න,ඞප්‍රශාන්ත
ලක්මාලි,ලක්මාලි,ේසඨඇලක්මාලිමං
රුක්මාල්,රෑක්මාල්,රැක්මාල්
ප්‍රනාන්දුලාගේ,ප්‍රනාන්දුලාගේ,ප්‍රනාන්ද්‍රලාගේට
අබ්දුල්,අබ්දුල්,අබදුල්
සිරිලාල්,සිර්ලාල්,ඞඇජඇසිරිලාල්
කුමාරි,කුමාරි,කුමාරි
අධිකාරිගේ,අධිකාරිගේ,අධිකාරිගේ
චූලානන්දන,චූලානන්දන,චූලානන්දන
රන්ජිත්,රන්පත්,රන්ජිත්
නටාෂා,නටාෂා,නරාෂා
කළුආරච්චි,කළුආරච්චි,කළආරච්චි
රවුෆ්,රවුෆ්,රවුල්
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
අබේසිංහගේ,අබේසිංහගේ,අබේසිංහගේ
විතානගේ,චිතානගේ,ඞඇංවිතානගේ
අප්පුතුරේ,අප්පුතුරේ,අප්පුතුරේ
සමරපාල,සමරපාල,සමරපාල
සඳුනි,සඳුනි,සඳන
අතුකෝරලගේ,අනුකෝරලගේ,අතුකෝරලගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දමයන්ති,ඞඉදමයන්නි,උදමයන්තනි
සාගරිකා,ඞඈසාගරකා,ඞසසාගරිකා
පුෂ්ප,පුෂ්ථා,පුෂ්ප
නිලන්ත,නිලන්ත,නිලන්ත
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේ
ටමිලා,ටම්ලා,ටම්ලා
අෂාන්,අෂාන්,අෂාන්
රුවන්,රැවන්,රුවන්
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
ගෙදර,ගෙර,ගෙදර
අමුගොඩගේ,අමුගොඩගේ,අමුගොඩගේ
ඉන්ආම්,ඞඉන්ආම්,ඛධඛඞසඝඉන්්ආම්
ජෙකොබ්,ඞඈජෙකොබ්,ඞඝජෙකොබ්
අමරසිංහ,අමරසිංහ,ඛඞඈඝඉඅමරසිං
ටිරාන්,ටිරාන්,විරාන්
ෆාතුම්මා,ඞෆාතනුම්මා,ඛඞෆාතුම්මා
වසුන්දරී,වසුන්දර්,වසුන්දර්
ඥානසිරෝමනි,ඥානසිරෝමනි,ඥානසිරෝමනි
සරත්චන්ද්‍ර,සරත්චන්ද්‍ර,සඈජසරත්චන්ද
පෙරේරා,පෙරේරා,පෙරේරා
තංගරාජා,තංගරාජා,තංගරාජා
සුනිල්,සුනිල්,සුනිල්
මිනෝලි,ඞමිනෝොලි,ඞඨඇමිනෝලි
උපුල්,එපුල්,උපුල්
සචින්,සවන්,සචින්
කාවන්,කාවන්,කාචන්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
පතිරගේ,පතිරගේ,ඞපතිරගේ
උම්මා,දුම්මා,උම්මා
ජිප්රින්,විපත්,රිප්රින්
බෝගස්ගොඩ,බෝගස්ගොඩ,බෝගස්ගොඩ
කොන්ඳගේ,කොන්ඳගේ,කොන්ඳගේ
මුබාරක්කාන්,මුබාරක්කාන්,මුබාරක්කාන්
නෙත්තසිංහ,නෙත්තසිංහ,නෙත්තසිංහ
ලහිරු,ලහිරු,ලහිරු
චාමික,චාම්තා,චාමික
කළුබෝවිලගේ,කළුබෝවිලගේ,කළුබෝවිලගේ
පුස්පරාසු,පුස්පරාසු,පුස්පරාසු
රිෆ්දා,ර්ථදා,රිෆදා
නිරංජලා,නිරංජලා,නිරංජලා
දුසාන්ති,දුසාන්ති,දුසාන්ති
රොගන්,ඞරොගන්,රොගන්
පුංචිහේවා,පුංචිශේවා,පුංචිහේවා
අමරකෝන්,අමරකෝන්,අමරකෝන්
විජේසිංහගේ,විජේසිංහගේ,විජේසිංහගේ
කුමාරි,්‍යකුමාර,කුමාරි
රාජකරුණා,රාජකරුණා,රාජකරුණා
කහවත්තේ,කහවත්තේ,කගවත්තේ
පියුමින්ද,පියුමින්ලද,පියුමින්දා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
විජේසූරිය,විජේසූරිය,විජේසූරිය
පැලැන්ද,ඈඊපැලළැන්ද,ඞපැලැන්ද
එදිරිසිංහ,චදිරසිංහ,එදිරිසිහ
කදිරේෂන්,කදිරේෂන්,ඞකදිරේෂන්
සේනාරත්න,සේනාරත්න,සේනාරත්න
ගමගේ,ගමගේ,ඞඈඛගමගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නිශාදිනී,නිශාදනී,නිශාදීනී
නිමලි,ඞඝඉනිමලි,නිමලි්
කල්‍යාණවතී,කල්‍යණවතී,කල්‍යාණවතී
අගෝස්තිඤ්ඤගේ,අගෝස්තිඤ්ඤගේ,අගෝස්තිඤ්ඤගේ
සේකර,සේකර,සේකර
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
මහර,මහර,ගර
කරුණාවතී,කරුණාවතී,හකරුණාවතී
කුලේන්ද්‍රන්,කුලේන්ද්‍රන්ං,කුලේන්දුන්
ලක්මාල්,ලක්මාල්,ඛේසශලක්මාල්
සමරප්පෙරුම,සමරප්පෙරුම,සමරප්පෙරුමට
කවිකාර,කවිකාර,කවිකාර
චතුරංග,චතුරංග,චතුරාග
නිලුක්ෂිමා,නිලුක්‍කෂිමා,ඞනිරූක්ෂිමා
චමිල්,චමල්,චමිල්
ගුණසේකර,ගුණසේකර,ගුණසේකර
ආරච්චි,ආරච්ඵ,ආරච්චිං
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
වරදන,විරදන,වරුන
බුලත්ගේ,ඞබුලත්ගේ,ංබුලත්ගේ
සුනිල්,සුනිල්,සුනිල්
විනොද්,චිනොද්,විනොද්
හබුරුගම,හබුරැගම,හබුරුගමනම
නදීකා,නදිකා,නදීකා
දොඩංගොඩගේ,දොඩංගොඩගේ,දොඩංගොඩගේ
නන්දලාල්,නන්දලාල්,නන්දලාල්
ප්‍රනාන්දු,ඞඝළනාන්ද්‍ර,ප්‍රනාන්ද්‍ර
නන්ද,නන්ද,තන්
මාවලගෙදර,මාවලගෙදර,මාවලගෙදර
වෙනුප්‍රියා,චෙනුප්‍රියා,වෙනුප්‍රියා
රත්නායක,රත්නායක,රත්තායක
කුමාරි,කුමාර්,කුමාරි
විදාන,වීවඩාන,විදාන
කුමාරි,කුමාර,කුමාරි
අරුණ,අරුණ,අරුණ
පියුමාල්,පියුමාල්,පියුමාල්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කුඹුක්වැවේ,කුඹුක්වැවේ,කුඹුක්වැවේ
ශාන්තිලතා,ශාන්නිලතා,ශාන්තිලතා
කන්දපිටවත්තේ,කන්දපිටවත්තේ,කන්දපිටවත්තේ
රත්නායක,රත්නායක,රත්නායක
ලිහිණිකඩු,ලිහිණිකඩු,ලිහිණිකඩුං
නයදුරාලගේ,නයදුරාලගේ,නයදුරාලගේ
කුහබාලන්,කුහබාලන්,කුහබාලන්
රේනුකා,රදේනුකා,රේනුකා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පන්නල,පන්නන,පන්නල
කඩකාරගේ,කඩකාරගේ,කඩකාරගේ
සලීහින්,සලීහින්,ේසඞසලීගින්
ජනනී,ජනන,ජනනී
තුෂාරි,තුමාර්,කතුෂාර්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නොව්සාත්,නොව්සාත්,හනොව්සාත්ං
මහීසා,මහිසා,මහිසා
රාජපක්ෂගේ,රාජපක්ෂගේ,රාජපක්ෂගේ
වලිමුනි,වලිමුනි,වලිමුනි
ෆාතිමා,ෆාතිමා,ෆානිමා
ලියනගේ,ලියනගේ,ළියනගේං
දීගලේ,දීිගලේ,දීගලේ
කදිරවේල්,කදිරවේල්,ඞකදිරවේල්
වසන්ත,වසන්ත,වසන්ත
වීරවර්ණ,චිරවර්ණ,විරවර්ණ
රොස්නි,ඛඞලරොස්නි,ඞසඞරොස්නි
මදමනගේ,මදමනගේ,මදමනගේ
දිනුෂ,දිනුම,දිනුෂු
ආනන්ද,ආනන්ද,ආනන්ද
පිරාන්සිශ්,පිරාන්සිීන්ං,පිරාන්සීශ්
රත්නායක,රත්නායක,ඈඋරත්නායක
නිව්ටන්,ඞඝනිවිටන්,නිව්ටන්
මධුමාලි,විධුමාලි,සඞමධුමාලි
බඩබද්දේ,බඩබද්දේ,බඩබද්දේ
ශාන්තිනී,ශාන්තිනී,ශාන්තිනී
මුහම්මදු,ඞමුහම්මද්‍රු,ඞහඡමුහම්මද්‍රු
කොඩිතුවක්කු,බොඩිබුවක්කු,කොඩිතුවක්කු
මංගලිකා,මංගලිකා,ේ‍යමංගලිකා
වික්‍රමසිංහ,වික්‍රමසිංහ,වික්‍රමසිංහ
ලුඩොවයික්,ලූඩොවයික්,ලූඩොවයික්
තවුපීක්,තවුපික්,තවුපික්
කුමාරි,කුමාර,කුමාරි
උක්කුබන්ඩා,උක්කබඛන්ඩා,උක්කුඛන්ඩා
කපිල,පපිල,කපිල
කෝනාර,කෝනාර,කෝනාර
පතිරණගේ,පතිරණගේ,පතිරණගේං
යූසුෆ්,යුසුල්,යුයසුල්
රණතුංග,රණතුංග,සඈශමණතුංග
ගල්බොක්ක,ගල්බොක්ක,ශගල්බොක්ක
ඇඩිගමගේ,ඇඩිගමගේ,ඇඩිගමගේ
විජේවික්‍රම,විපේවිකත්‍රමු,වචිජේවික්‍රම
පීටර්ස්,පිටර්ස්,ඛඞඝපීටර්ස්
කෝඩීතා,ඞබෝඩිතා,කෝඩ්තා
ශිවකොලුන්දු,ශිවකොලුන්දු,ශිච්කොලුන්දු
නදනලාගේ,නදනලාගේ,නදනලාගේ
අන්ජනා,අන්ජනා,අන්ජනා
කුමාර,කුමා්ර,නුමාර
නිසංසල,නිසංසළ,ඞඡනිසංසල
ප්‍රනාන්දු,ඨඈජඋපළ්‍රනාන්දු,ප්‍රනාන්දු
ප්‍රශාන්ත,ප්‍රශාන්නත,ප්‍රශාන්ත
රණවීරගේ,රණවීරගේ,ඞශරණවීරගේ
ඩේවිට්,ඩ්විට්,ඬඩේවිට්
ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර,ප්‍රනාන්ද්‍ර
කණුමුල්,කණුමුල්,ඞහතණුමුල්
ධම්මික,ධම්ම්ත,ඛේඕඝඞධම්මික
දනුස්ක,දුනුස්ක,දනුස්ත
විතානවසම්,විනානවසම්,විතානවසම්
ලෙබ්බේ,ලෙබ්බේ,ඞශඈලෙබ්බේ
වතුකාරවත්තේ,වතුකාරවත්තේ,වතුකාරවත්තේ
සිල්වා,සිල්වා,ඞඈඇජසිල්වා
විජිත,විපත,විජිත
කොඩිතුවක්කු,බොඩිතුවක්කු,කොඩිතුවක්කු
කුමාරගේ,කුමාරගේ,කුමාරගේ
සමරකෝන්,සමරකෝන්,සමරකෝන්
හේරත්,ඞේඈහඡහේරත්ං,හේරත්
ෂර්මිකා,ේඞඨශෂර්ම්කා,රේමිකා
ආරුමුගන්,ඇආරුමුගන්,ආරුමුගන්
දසනායක,දිසනායක,ඞදසනායක
දේවගිරි,ශදේවගිරට්,දේවගිරි
බුලත්සිංහලගේ,බුලත්සිංහලගේ,බුලත්සිංහලගේ
සහිඩ්,සගහව්ි,සහීඩ්
ජිනවතී,පිනවඞී,ජිනවතී
සේනාධීරගේ,සේනාධීරගේ,සේනාධීරගේ
පෙරේරා,ඞපෙරේරා,පෙරේරා
නිහාල්,නිහාල්,ඞනිහගාල්
මුනසිංහ,ඞඡමුනසිංහස,ඞෞඝමුනසිංහං
රණසිංහලාගේ,රණසිංහලාගේ,රණසිංහලාගේ
ආනන්ද,ආනන්ද,අආඇඈනන්ද
නික්ෂන්,නික්ෂන්,නික්ෂනේ
සන්ජීවන්,සන්පීවන්,සන්ජීවන්
දුලාජ්,දුලාජ්,දුලාජ්
මධුෂානි,ඞමධුෂානි,මධුෂානි
කලයිච්චනා,කලයිචිචනා,කලයිච්චනා
අලංකාරගේ,අලංකාරගේ,අලංකාරගේ
වැලිකඩ,චැලිබඩ,වැලිකඩ
අප්සරා,අප්සරා,අප්සනා
දමයන්ති,දිමයන්ති,දමයන්ති
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේං
විජිතකුමාරි,චිපිතකුමාර්,විජිතකුමාරි
පහල,පහළ,පහල
ජයංගනී,ඨඈඡජයංගනී,ජයංගනී
පිටියේ,පිටියේ,පිටියේ
ගමගෙයි,ඞගමගෙයි,ගමගෙයි
සිවඥන,සිවඥන,සිවඥන
අම්මා,අම්මා,අම්මා
පටාකාර,පටාකාර,පටාකාර
ලියනගේ,ලියනගේ,ලියනගේ
රණසිංහ,රණසිංචහ,රණසිංං
නුවන්,නුවන්,නුවන්
විදානලාගේ,විදානලාගේ,විදානලාගේ
චන්ද්‍රා,චින්ලාා,චන්දා
මධුභාෂිනී,මධුහාෂීනී,මධුභාෂීනී
ඉහලවත්තෙගේ,ඉහලවත්තෙගේ,ඉහලවත්තෙගේ
ඉරෝෂ,ඉරෝෂ,ඉරෝෂග
බමුනුආරච්චිගේ,බමුනුආරච්චිගේ,බමුනුආරච්චිගේ
ඩිමල්ක,ඩිමල්ක,ඩිමල්කත
නදීකා,නදිකා,නදිකාං
මනෝරි,මනෝරට්,ඞමනෝරිං
ගල්ඔලු,ගල්බලලුූ,සශගල්බලු
සද්ධානන්ද,සද්ධානන්ද,සද්ධානන්ද
සුපිපි,සුපිපි,සුපිපි
සාමදේව,සාමදේව,සාමදේව
මහප්පු,මහප්පු,මහපජපු
දොරේලාගේ,දොරේලාගේ,දොරේලාගේ
මෙලඩින්,හමෙලඩින්,මෙලඩින්
චානිකා,චානිකා,ඞඇචානිකා
ආදම්බාවා,ආදම්බාවා,ආදම්බාවා
තාරක,තාරක,තාරක
බාලසූරිය,බාලසූරය,ඞබාලසූරිය
මධුක,මධුක,මධුක
චන්ද්‍රකාන්ති,චන්ද්‍රකාන්ති,චන්ද්‍රකාන්ති
සුභසිංහ,ඨඈසුනසිංහ,සුභසිංහ
ආරච්චිගේ,ආරච්චිගේ,ඈඅඋආරච්චිගේ
හමුදුගේ,ඞහහමුදුගේ,ඞහමුදුගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
සඳරුවන්,සඳරුවන්,සඳරුවන්
කප්පින,ඞකප්පින,කපපිත
ලිඳමුල්ලගේ,ලිඳමුල්ලගේ,ලිඳමුල්ලගේට
සරසිජ,සරසිජ්,සරසිජ
නයිදප්පුලාගේ,නයිදප්පුලාගේ,නයිදප්පුලාගේ
ජයසුන්දර,ජයසුන්දර,ජයසුන්දර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
බින්දි,බින්ද,නබිනු
ශලිනි,ශලිනි,ශලිනි
මැද්දේගොඩ,මැද්දේගොඩ,මැද්දේගොඩ
තිරිමා,තිරමා,තිරීමා
සිංගරත්නම්,සිංගරත්නම්,සිංගරත්නම්
කලපුගේ,කලපුගේ,ඞකලපුගේ
විජේසිංහ,විජේසිංහ,විජේසිංහ
අන්ද්‍රා,අන්දාං,අන්දා
දර්ශනී,දර්ශනී,දර්ශශී
කිර්ෂාන්ත්,කිර්ෂාන්ත්,කිර්ෂාන්ත්
වන්නි,චන්නි,චඑන්නි
තලහගම,තලනගම,තලහගම
නවීන්,නවින්,නවින්
සීමන්,ඬීමන්,සීමන්
උදයංගිකා,උදයංගිකා,උදයංගිකා
මොහමඩ්,මොහමඩ්,මොහමඩ්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
උදයංගනී,උදයංගනී,උදයංගනී
නානායක්කාර,නානායක්කාර,නානායක්කාර
මොහමඩ්,මොහමඩ්,මොහමඩ්
ලෙබ්බේ,ඈලෙබ්බේ,ලෙබ්බේ
ලීලාරත්න,ලීලාරත්න,ලීලාරත්න
ගුණදාස,ගුණදාස,ඈගුණදාස
මොහමඩ්,මොහමඩ්,මොහමඩ්
මුදියන්සෙලාගේ,මුදියන්සෙලාගේ,මුදියන්සෙලාගේ
ඕෂධිකා,ඔඕෂධ්කා,ඞසඨඔඕයධේකා
දාගොන්න,දාගොන්න,දාගොන්න
ශ්‍රීයාවති,ශ්‍රියාවනි,ශග්‍රීයාවතිං
කමනි,කමනි,කමනි
නවරත්තිනරාජා,නචරත්තිනරාජා,නවරත්තිනරාජා
අල්නේ,අල්නේ,අල්නේ
මිරිහාන,ඞමිර්ගාන,මිරිශාන
බණ්ඩාර,බණ්ඩාර,බණ්ඩාර
ප්‍රගීත්,ප්‍රශ්නත්,වප්‍රගශීත්
මොහමඩ්,මොහමඩ්,මොහමඩ්
කල්පජිත්,කල්පපිත්,ඞකල්පජිත්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දික්වැල්ලෙ,දික්වැල්ලෙ,දික්වැල්ලෙ
අරූස්,අරෑසඩ්,අරූස්
ශ්‍රීරාජලිංගම්,ශ්‍රීරාජලිංගම්,ශ්‍රීරාජලිංගම්
උඩුවරගේ,උඩුවරගේ,ඞඋඩුවරගේ
වැලිදෙනිය,වැලිදෙනිය,වැලිදෙනිය
ගෙදර,ගෙදර,ගෙදර
මොහමඩ්,මොහමඩ්,මොහමඩ්
සුබ්‍රායන්,සුබ්‍රායන්,සුබ්‍රායන්
මුහම්මදු,ඞඉමුනම්මට්‍රු,මුහම්මදු
කිරුෂ්ණපිල්ලෙයි,කිරැෂ්ණපිල්ලෙයි,කිරුෂ්ණපිල්ලෙයි
මීඩින්,ම්ඩ්න්,ංමීඩින්
වීරසිංහ,විරසිනා,විරසිංහ
ග්‍රැන්විල්,ඨඇග්‍රාැන්විල්,ග්‍රැන්විල්
සබාරෙත්නම්,සබාරෙත්නම්,සබාරෙත්නම්
අංගුන්න,අංගුන්නතං,අංගුන්න
එල්ලප්පුලි,ඇචිල්ලරප්පුලි,ඞඑල්ලප්පුලිං
පුෂ්පකුමාර,පුෂ්පකුමාර,පුෂ්පකුමාර
මාක්ස්,මාක්ස්,මාක්ස්
සිරිදරන්,සිරදරන්,සිරිදරුන්
අලප්පෙරුම,අලප්පෙරුම,අලප්පෙරුම
රසාක්,රසාක්,ඊසාක්
කුමාර,කුමාර,කුමාර
ජයවර්ධන,ජයවර්ධනා,ජයවර්ධන
පාතිමා,පාතිමා,පාතිමා
ලක්මාලි,ඞශලක්මාලි,ඞලක්මාලි
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
කොමදිනායගම්,කොමදිනායගමි,කොමදිනායගම්
ෆාතිමා,ෆගානීමා,ෆාතිමා
ගමගේ,ඬඞඉගමගේ,ගමගේ
ඉවෙන්ජලීන්,ඉවෙන්ජෆීන්,ඉවෙන්ජලීන්
පුර්සන්,පුර්සන්,පුර්සන්
මුනවීර,ඞමුනවිර,මුනවීර
තේනුවර,ඞතේනුවර,ඛඞඝතේතුවර
රත්නායක,රත්නායක,රත්නායක
නදීර,නදීර,නදීර්
පියරත්න,පියරත්න,පියරත්න
පෙරේරා,පෙරේරා,පෙරේරා
සන්දනම්,සන්ද්‍රනම්,සන්දනම්
පුගොඩ,පුගොඩ,පුගොඩ
රුස්නි,රැස්නි,රුස්නි
කත්‍රිආරච්චිගේ,කතිආරච්චිගේ,කත්‍රිආරච්චිගේ
වලිසිංහ,ඞඈචලිසිං,ඞඇලවලිසිහං
හොරතල්,හොරනල්,හොරතල්
ඉලුක්පිටිය,ඉලූක්පිටිය,අඉලූක්පිටිය
අරවින්දි,ඞඝඅරවින්දි,අරවින්දි
සේන්ද්‍රහන්දි,සේන්දුනන්දි,සේන්ද්‍රහන්දි
පාතිමා,ඞරපාතිමා,පාතිමා
ප්‍රබුද්ධා,ප්‍රබුද්ධා,ප්‍රබුද්ධා
ගෙදර,ගෙදර,ගෙදර
චන්ද්‍රලතා,ඇසචන්දුලලතා,ඞඇචන්දලතා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කරුණාරත්න,කරැණාරත්න,කරුණාරත්න
උපුල්,දපුල්,නඋරුල්
ශිරෝමි,ේඞශිරෝම්,ශිරෝමි
පලිහවඩන,පලිහවඩන,පලිහවඩන
අගම්පොඩි,අගම්පොඩි,අගම්පොඩි
ධර්මසේන,ධර්මසේන,ඇඋධර්මසේකන
ලක්මාල්,ලක්මාල්,සඈඇලක්මාල්
සෙනරත්,සෙනරන්,සෙනරත්
ප්‍රනාන්දු,ප්‍රනාන්ද්‍රා,ව්‍රතනාන්ද්‍රු
මොහමඩ්,ශමමොහමඩ්ි,මොහමඩ්
සෙපලිකා,සෙපලිකා,ජසෙපලිකා
සත්කෝරලගේ,සත්කෝරලගේ,සත්කෝරලගේ
දේවින්දි,දේවින්ද්‍රළ,දේවින්ද
ගෙදර,ර්ගෙදර,ගශෙදර
අන්නලෙච්චමී,අන්නලෙච්චම්,අන්නලෙච්චමී
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
ගුණවතී,ේඞගුණවතී,ඞගුණවතී
ලියනගේ,ලියනගේ,ලියනගේ
වටාපොත,චටාපොත,වටාපොත
ඉක්බාල්,බේඛබාල්,ඞඈඉක්බාල්
නිශාන්ත,නිශාන්න,නිශාන්ත
