original,Malith,Abhaya
දළුවතුමුල්ල,දළුවතුමුල්ල,දළුවතුමුල්ල
ගෙදර,ගෙර,ඞගෙදර
විජේතුංග,වචිපේතුංග,ඞචිපේතුංග
සන්ධ්‍යා,සන්ධ්‍යා,සන්ධ්‍යා
වර්ණකුලසූරිය,වර්ණකුලසූරය,වර්ණකුලසූරිය
පේමදාස,පේමදාස,පේමදාස
අමරසේන,අමරසේන,ඈශඅමරසේන
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ධනංජි,ඩ්නවංජපිං,ධනං
ආරියසේන,ආරයසේන,ආරියසේන
අප්සරා,අප්සරා,අප්සරා
රුවන්තිකා,ජරැචන්නිකා,රුචන්තිකා
කුරුප්පු,කරැප්පු,කුරූුපපු
දනංජය,දූනංජය,දිනංාථඨය
සරත්,සරත්,සරත්
කෝට්ටේ,බෝට්ටේ,කෝට්ටේ
හසන්කා,ඞහසන්කා,ඞඛහසන්කා
සින්න,සින්න,සින්න
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
නිලංකා,නිලංකා,ඞනිලංකා
කරුණාරත්න,කරැණාරත්න,කරුණාරත්න
දමින්,දුව්න්,දුමින්
නිර්මලා,නිර්මලා,නිර්මලා
ශාන්තප්‍රිය,ශාන්තප්‍රිය,ශාන්තප්‍රිය
මොහමඩ්,මොහමඩ්,ඞඛමොහමඩ්ං
පතාගොඩ,පනාගොඩ,ඞඈපතාගොඩ
කන්දයියා,කන්දයියා,කන්දයියා
සජිත්,සිරිත්,සජිත්
තානායමේ,තානායමේ,තානායමේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කුමාරපේලි,කුමාරපේලි,හකුමාරපේලිං
සුනිල්,සුනළ්,සුනිල්
රාමේෂ්වරන්,රාමේෂ්වරන්,රාමේෙෂ්වරන්
මුහම්මදු,ඞඨඉමුනම්මදු,මුගම්මදු
උඩුවන,උඩුවනව,උඩුවන
රසික,රසික,රසික
ඩයස්,ඩයස්,ඛඤඞඩයස්
රංජීව්,රංජීවි,රංරව්
තොටුවගේ,තොටුවගේ,ඞතොටුවගේ
බොතේජු,බොතේජු,බොතේජු
නිශාදනි,ඞඨඈසනිශාදනි,නිශානි
කුල්ලපෙරුම,කුල්ලපෙරුම,කුල්ලපෙරුම
මධුෂානි,ඞඈමධුෂානි,මධුෂානි
ෂාමිණී,පාම්,ෂාමිත
සෙම්බුකුට්ටිගේ,සෙම්බුකුට්ටිගේ,කෙම්බුකුට්ටිගේ
සෞභාග්‍යා,සෞභාග්‍යා,සෞභාග්‍යා
දිල්ෂානි,දිල්ෂානි,ඞදිල්ෂානි
මංජුල,මංජුල,මංජුළු
ගමගේ,ගමගේ,ගමගේ
මද්දුම,මද්දුම,මද්දුම
වර්ණසුරිය,වචර්ණසුර්ය,වර්ණයුරිය
අන්ද්‍රා,අන්දා,යඅන්දා
ප්‍රනැන්ඩු,ප්‍රනැන්ඩු,ප්‍රනැන්ඩු
තිලකවදි,තිලකවදි,තිලකවදි
රණසිංහ,රණසිංහ,ඞඬඈරණසිං
හේරත්,හේරත්,ඞේඝඔගේරත්
පීරිස්,පිර්ස්,පිරිස්
දිසානායකගේ,දිසානායකගේ,දිසානායකගේ
අප්පුහාමිලාගේ,අප්පුහාමිලාගේ,අප්පුහාමිලාගේ
‍ප්‍රියන්ත,ප්‍රියන්ත,ප්‍රියන්ත
කුමාරි,බුමාරට,කුමාරි
කාන්ති,කාන්ති,කාන්ති
පේඩිගේ,ඞසජපේඩිගේ,ඞජපේඩිගේ
කෙම්පිටියේ,කෙම්පිටියේ,කෙම්පිටියේ
විනුර,චිනුර,චින
සුරම්‍ය,සුරම්‍යඞ,ඞසුරමා
ජෙල්සන්,පපජෙල්සන්,ඈශජජෙල්සන්
නවෝදා,ේනවෝදා,නවෝදා
මැදගම,ඞමැදගගම,මැදගම
ෆවුසාන්,ෆවුසාන්,ෆවුසාන්
මුල්ලෙලාදේවගේ,මුල්ලෙලාදේවගේ,මුල්ලෙලාදේවගේ
කුමාරි,ඞකුමාර,කුමාරි
දිව්වියරාසා,දිචිවියරාසා,දිවච්චියරාසා
ධර්මසිරි,අධර්මසිරට,බර්මසිරි
රිකාස්,යඑබාස්,රිකාස්
මහ්‍රූෆ්,ඞේඞතමහනූෆ්,මගුල්
කනපැද්දලගේ,කනපැද්දලගේ,කනපැද්දලගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ෂාණක,ෂාණනණ,ජෂඡාණණක
චන්ද්‍රසේකර,චන්ද්‍රසේකර,චන්දුසේකර
බෝගහ,ඞබෝගන,සබෝගග
රස්නා,රස්නාං,රස්නා
පොහොවත්,පොහොචතන්,ඞපොහොවත්
ලක්මාලි,ලක්මාලි,ඛේඨඞලක්මාලි
වාසලවන්නි,වාසලචන්නි,වාසලවන්නි
ලයන්ගා,ඉලයන්ගා,ලයන්ගා
පේමවති,පේමචති,පේමවති
ගුණසේකර,ගුණසේකර,ගුණසේකර
ලක්‍ෂ්මන්,ලක්ෂ්මන්,ලක්ෂමේන්
දීපාකරන්,දීපාකරන්,ඞදීපාකරන්
කුමාරි,කුමර,කුමාරි
මොහමඩ්,මොහමඩ්,ඞමොහමඩ්
ගංගා,ගංගා,ගංගා
සනත්,සනත්,සතන්
තුරෙයිසාමි,තුරෙයිසාම්,තුරෙයිසාම්
කොළඹ,ඞකොළඹ,කොළඹ
පෙරේරා,පෙරේරා,පෙරේරා
ඉරුෂි,ඉරාම්,ඉරුෂ්
මොහොමදු,මොහොමටදු,මොහොමද්‍රු
රත්නායක,රත්නායක,රත්නායක
නදීම්,නදිම්,බදිීම්
කුමාරි,මාද,කුමාරි
ගෙදර,මගදර,ගෙදර
ගෙදර,ගෙදර,ගෙදර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ලක්ෂාන්,ේඨජඡලකක්‍ෂාන්,ඞලකක්‍්ෂාන්
ලක්ෂානි,ඞශඉලක්‍ෂානි,ලක්මානි
සායිබු,ඉසාසිබු,නෙහඨසායිබු
අනිල්,අනිල්,අනිල්
නාඔටුන්න,නාඔටුන්න,නාඔටුන්න
නුවන්,නුවන්,නුවන්
සූරියතිලකරත්නගේ,සූර්යතිලකරන්නගේ,සූරියතිලකරත්නගේ
වෙලප්පු,වෙලප්පු,ඞඅගවෙලප්පු
හරහ,හරහ,හරහ
සමරකෝන්,සමරකෝන්,සමරකෝන්
නුරීල්,වුර්ථා,නුර්ල්
කනිෂ්කා,කනිෂ්කා,ඞකනිෂ්කා
නමෝදි,නමෝදු,නමෝදි
ධර්මසිරි,ධර්මසිට්,ධර්මසිරි
හීතකැලේ,හිතකැලේ,ඞහීතකැලේ
ෆර්ඩිනැන්ඩෝ,ෆර්ඩිනැන්ඩෝ,ෆර්ඩිනැන්ඩෝ
බණ්ඩාර,බණ්ඩාර,බණ්ඩාර
වනසිංහ,ඞචනසිංහ,වනසිංංංං
මුහන්දිරන්ලාගේ,මුහන්දිරන්ලාගේ,මුහන්දිරන්ලාගේ
වීරවර්ණපටබැඳී,චීරචරිණපටබැඳි,වීරවර්ණපටබැඳි
කරුණාරත්න,කරැණාරත්න,කරුණාරත්න
කුමාරි,කුමාර්,කුමාරි
අලවී,අලවි,අලවී
මොහමඩ්,මොහමඩ්,මොහමඩ්
දුනතිලක,දූනතිලල,දුනතිලක
පල්ලිය,පල්ලිය,ධේශඝපල්ලිය
රුෂාංගනී,රුැෂාංගනී,රැමාංගනී
දමයන්ති,ඞඅදදමයන්ති,ධඋදමයන්නි
චතුරාණි,චතුරානි,චතුරානි
ලාහිර්,ලාහිර්,ලාර
අබ්දුල්,අබ්දුල්,ඞඅබදුල්
නිර්මානි,ඞඝනිර්මානි,නිර්මානි
සමන්,සමන්,සමන්
අදිපත්තු,අදිපත්තු,අඳිපත්තු
ක්‍රිශාන්ති,බ්‍රිගාන්නි,ඞහක්‍රිශාන්තනිං
ප්‍රනාන්දු,ඞපනාන්දු,රව්‍රනාන්දු
බෙනිකා,ඞබෙනිකා,ඞඨබෙනිකා
සුබ්‍රමනියම්,සුබ්‍රමනියම්,සුබ්‍රමනියම්ට
කෝකුලරාජ්,කෝකුලරාජ්,කෝකුලරාජ්
ලාෆීර්,ලාෆීර්,ලාද්ර්
මොහමඩ්,මොහමඩ්,ඤමොහමඩ්ං
මිදිලා,මිදුලා,මිදිලා
කිරිනැලිය,කිරනැලිය,කිරිනැලිය
විජේසිරි,විපේසිථටථ,වචිජේසිරයි
ගෙදර,ගෙදෙල,යයගශෙදර
වත්තේ,චත්තේ,වත්තේ
ගෙදර,ගෙර,ගෙදර
ප්‍රින්සි,ප්‍රින්සනි,ප්‍රින්සි
ලලිතා,ධශලලිතා,ලලිතා
නිශාන්ත,ඞසනිශාන්න,නිශාන්ත
දුමන්,දුමන්,දුමන්
ලක්ෂිකා,ලක්ෂිකා,ඛඞසඉලකෂිකා
මෙයිදීන්,මෙයිදීන්,මෙයිදීන්
වාච්චි,වාච්චි,ඛඞචාච්ච්
චමෝදි,ඞඛවඉචමෝදි,ේඞඝඉඑචමෝදි
අප්පුහාමිල්ලාගේ,අප්පුහාමිල්ලාගේ,අප්පුහාමිල්ලාගේ
ලක්මාලි,ඞඈලක්මාලි,ේඨඋලක්මාලිමං
මන්තිලක,මන්තිලල,මන්තිලක
පුෂ්පකුමාරි,පුෂ්පකුමාර,පුෂ්පකුමාරි
සුමනරත්න,සුමනරන්න,සුමනරත්න
රණතුංග,රණතාංග,රණතුංග
රාජකරුණලාගේ,රාජකරැණලාගේ,රාජකරුණලාගේ
කන්නන්ගර,කන්නන්ගරං,කන්නන්ගර
කැලුම්,ඞඨඔබැලම්,කැලුම්
සරත්,සරත්,්සරත්
සෙන්තිරාජා,සසන්තිරාජා,සෙන්තිරාජා
වර්ණකුලසූරිය,වර්ණකඛුලසූර්ය,වර්ණකුලසූරිය
ගෙදර,ගෙදර,ගෙර
හන්සුජා,ඞහන්සුජා,සඈහන්සුජා
අප්පුහාමිලාගේ,අප්පුහාමිලාගේ,අප්පුහාමිලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කෆීල්,පකෆීල්,කළල
ඇතුගල්පේඩිගේ,ඇතුගල්ජේඩිගේ,ඇතුගල්පේඩිගේ
හීනටිගල,හීනට්ගල,ඞහීනටිගල
ලියනගේ,ලියනගේ,ලියනගේ
ආරියසේන,ආරයසේන,ආරියසේත
හල්පේ,හල්ථවේ,හල්පේ
ඇල්ලලගොඩ,ඇල්ලලගොඩ,ඇල්ලලගොඩ
චතුරිකා,චතර්කා,ඞඇතුරිකා
මධුමාලි,ඛඬඞඈඉමධුමාලි,ඛේඞඝඞමධුමාලි
පතිරගේ,පතිරගේ,පතිරගේ
ගෙදර,ගෙදර,ගෙදර
වර්ණකුලසූරිය,වර්ණඛුලසූර්ය,වර්ණකුලසූරිය
දේවින්ද,දේවින්ද,දේවින්ද
මැණිකේ,මැණිකේ,මැණිකේ
ඇන්ටනි,ධේඇන්ටනි,ඇන්ටනි
මාරපන,මාරපන,මාරරන
නඩරාජා,නඩරාජා,නඩරාජා
නිරෝෂා,නිරෝෂා,නිරෝෂා
කුමාර,කුමාර,කුමාර
වීරසුරිය,වීරසුුය,වීරසූරිය
මෆාෂා,මෆාෂා,මෆාෂා
මල්ලිකා,ේඤමල්ලිකා,ඞඨම්ලිකා
සුතුවා,සුතුවා,සුතුවා
සමිත,සම්,සමත
ජයනි,නාලනී,පිති
අනිතා,අනිතා,අනිතා
දේවගේ,දේවගේ,දේවගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
අලුත්නුවර,අලුත්නුවර,අලුත්නුවර
කන්දසාමි,කන්දසාම්,කන්දසාමි
නිමල්,නිමල්,නිමල්
මානෙල්,මානෙල්,ඞමානෙල්
ජයලත්,ජයලත්,ජයලත්
මනැල,මනල,මනැල
තංගදුරේ,තංගදුරේ,තංගදුරේ
වර්ණකුලසූරිය,වර්ණඛුලසූර්ය,වර්ණකුලසූරිය
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නදීර්,නදීර,නදීර
සුබසිංහ,සුබසිංහ,සුබසිංහ
ක්‍රිශාන්ත,ඞඛ්‍රිශාන්න,ක්‍රිශාන්ත
උහුලනගේ,උහුලනගේ,උහුලනගේ
බත්තන,බතන්තන,ේඞඝඛබත්තන
රොෂාන්,රොෂාන්,රොෂාන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පුබුජිත්,පුඛුපිත්,වුබුජිත්
සංජිවනි,සංජිවනි,සංජීවනි
පෙරේරා,පෙරේරා,පෙරේරා
ඇන්තනි,ඇන්තනි,ඇන්තනි
අලංකාරගේ,අලංකාරගේ,අලංකාරගේ
තමයන්ති,නමයන්නි,ඞසඇතමයන්ති
ප්‍රියංක,ප්‍රක,ව්‍රියක
කුමාරගේ,කුමාරගේ,ඇකුමාරගේ
ඇල්ලපිටගෙදර,ඇල්ලපිටගෙදර,ඇල්ලපිටගෙදර
සමාන්,ඞසමාන්,සමාන්
වෙලේදුරේලාගේ,වෙලේදුරේලාගේ,වෙලේද්‍රුරේලාගේ
ලෙනගල,ඞලෙනගල,ලෙනගල
ශ්‍රියංකා,ශ්‍රියංකා,ශ්‍රියකා
ගුවනී,ෞඞගුවනී,ගුවනී
දේමින්දි,ඞහඝදේම්න්ද්,දේමින්ද
ජීවරාසා,දීවරාසා,ජීවරාසා
ඇල්ලදෙනියගේ,ඇල්ලදෙනියගේ,ඇල්ලදෙනියගේ
රසාදරී,ඊසාදුර්,ඛේඝඞරසාදර්
ජයසූරියරාළලාගේ,ජයසූර්යරාළලාගේ,ජයසූරියරාළලාගේ
දිලිනි,දිලිනි,දිලිනි
ශ්‍රීමල්,ඞශම්‍රීල්,ඛඬඞශඛශ්‍රීමල්
නාගන්සාමි,නාගන්සාම්,නාගන්සාම්
ගමගේ,ගමගේ,ේගමගේ
අචලා,අවලා,අචමචා
කොග්ගල,කොග්ගල,කොග්ගල
අන්සාෆ්,අන්සාග්,අන්සාෆග්
මුදියාන්සේලාගේ,මුදියාන්සේලාගේ,මුදියාන්සේලාගේ
කින්තුජා,ඞකින්තජා,කින්තුජා
මුහම්මදු,ඞඝමුනම්මටදු,ඛේඞමුහම්මදු
කුරුකුලසූරියලාගේ,කුරැකුලසූරියලාගේ,කුරුකුලසූරියලාගේ
නිජාන්තන්,නිජාන්නන්,නිජාන්තන්
හෙට්ටිආරච්චි,හහටිටිආරච්චි,හෙට්ටිආරච්චි
කෝරාලගේ,කෝරාලගේ,කෝරාලගේ
ගහහේනේ,ගනහනේනේ,ගහහේනේ
හේරත්,ඞඛහේරනත්,හේරත්
ලක්‍ෂමන්,ලකක්‍්ෂමන්,ලක්මෙන්
මීබත්,මීබත්,මී්බත්
රංගන,රංගන,රැගත්
තුෂාර,තබභුෂාර,තුෂාර
මහමදු,මනමදු,මහමදු
නන්දාවතී,නන්දාවනීං,නන්දාවතී
මොහොට්ටාලගේ,මොහොට්ටාලගේ,මොහොට්ටාලගේ
මහයාලගේ,මහනයාලගේ,මහයාලගේ
කුමාරි,කුමාර්,කුමාරි
තිලක්කුමාර,බිලක්කුමාර,තිලක්කුමාර
තංගරාජන්,තංගරාජන්,තංගරාජන්ං
ගෙදර,ඉගෙර,ගෙදර
ෂවුෆ්,මවුල්,පවර්
ගුණසේකර්,ගුණසේකර්,ඞගුණසේකර්
දිනුෂිකා,දිනුෂිකා,දිනුම්කතා
මොහමඩ්,මොහමඩ්,මොහමඩ්
බණ්ඩාර,බණ්ඩාර,බණ්ඩාර
චන්ද්‍රිකා,ඞචන්දිකා,ඞඨඑන්දිකා
මිරිස්සගේ,මිර්ස්සගේ,මිරිස්සගේ
ෆාතිමා,ඬෆානිමා,ෆාතිමා
සුමිත්‍රා,සුම්ත්‍රා,කසුම්ත්‍රාං
පේඩිගේ,ඞපේඩිගේ,ඞපේඩිගේ
චතුමදුර,චතුමදුර,චතුමදුර
මහේෂ්,මහේෂ්,මහේෂ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මාතරගේ,මාතරගේ,මාතරගේ
සත්තාර්,සත්තාර්,ඞසත්තාර්
නදීකා,චරිඛා,තදිීකා
කපුරුබංඩාගේ,කපුරැබංඩාගේ,කපුරුබංඩාගේ
කිරිවත්තුඩුවගේ,කිරිචත්තුඩුවගේ,කිරිවත්තුඩුවගේ
විමලේන්ද්‍රා,වචිමලේන්ද්‍රා,වචිමලේන්දා
දිලක,දිල්ලධ්,ඞේඞදිලකල
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
රාජසේකරන්,රාජසේකරන්,රාජසේකරන්ට
වික්‍රමරාජ,වචිඛ්‍රමරාජ්,වික්‍රමරාජා
රාලලාගේ,රාලලාගේ,රාලලාගේ
ලලිතා,බලි,ලලිතා
ගලගොඩගේ,ගලගොඩගේ,ගලගොඩගේ
අනීස්,අනීස්,අනීිස්
ජුවන්හේවාගේ,ජුචන්හේවාගේ,ජුවන්හේවාගේප
කට්ටාඩි,කට්ටාඩි,කව්ටාඩි
දයානි,දයානි,දයානි
පද්මලතා,පද්මලතා,ඞපද්මලතා
චන්ද්‍රසේකර,චන්ද්‍රසේකර,චන්දසේකර
චම්පිකා,චම්පිකා,ේඞඈඇචම්පිකා
මෙරඩිත්,මෙරඩඬිත්,මෙරඩිත්
නන්හිටි,නන්නිටි,නන්හටි
අම්බේ,අම්බේ,ඞඉඅම්බේ
ගෙදර,ගෙදර,ගෙදර
වීරසූරිය,චිරසූර්ය,වීරසූරිර
ජයන්ති,එයන්නි,ජසන්ති
කච්චික්කනි,කචිචික්කනි,කච්චික්කනි
සුභසිංහ,සුහසිංහ,සුභසිංහ
ෆාතිමා,ෆාතිමා,ඛධඞඝඇෆානිමා
මාදුගොඩ,මාදුගොඩ,මාදුගොඩ
කුලසිංහ,කබුලසිංං,කුලසිංං
අන්බලකන්,අන්බලකන්,අන්බලකන්
අවාතිෂ්,අවානිෂ්,ඞඝඅවාතිෂ්
ගෙදර,ගෙර,ඞඑගෙර
සුනිල්,යසුනිල්,සුනිල්
දමිත්,දුම්ත්,දුම්ත්
වදනමොලි,වදනමොලි,වදනමොලි
සිරිල්,සිරල්,සිරිල්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නෙයිනා,ඞනෙයිනා,ඞඈනෙයිනා
රටේරාල,රටේරාල,ඊටේරාල
කවිෂාන්,බවිෂාන්,කවිමාන්
අංජලිකා,අංජලිකා,ඈඅංජලිකා
සුරේශ්,සුරේශ්,සුරේශ්
රෝඩ්රිගෝ,රෝඩ්ර්ගෝ,ශරෝඩ්රිගෝ
සෙයිදු,සෙයසිදු,සෙයිදු
කොන්දගමගේ,කොන්දගමගේ,කොන්දගමගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ඉඳුනිල්,ඞඉඳුනල්,ඉඳුනිල්
ඊරිවර,ඊඊවර,ඊරිවර
වරුණසිරි,වරුණසිරට,ඞවරුණසිරටිං
නුවරපක්ෂ,නුවරපක්ෂ,නුවරපක්ෂ
ප්‍රේමරත්න,ප්‍රේමරත්න,ප්‍රේමරත්න
විදානෙලාගේ,විදානෙලාගේ,විදානෙලාගේ
ප්‍රනාන්දු,එනාන්ද්‍ර,ප්‍රනාන්දු
සුනෙත්‍ර,සුනෙත,ධසුනෙත්‍ර
ගෙදර,ගෙර,ගෙදර
ඉෂ්කා,වමඑෂ්කා,ඉතා
රන්පටිදුර,රන්පට්දුර,රන්එටිදුර
කණිෂ්ක,කණිෂ්ක,කණිෂ්ත
ස්ටීවන්,ේඞස්ටීවචන්,ස්ටීවන්
ගමගේ,ගමගේ,ගමගේ
දමයන්ති,දමයන්ති,දමයන්නි
රනවීර,රනවීර,ඒනවීර
ධම්මික,ධම්මික,ඬඞඝඉධම්මික
ජුවන්,ජුවන්,රජුත්
පෙරේරා,ඵෙරේර,පෙරේරා
හපුආරච්චි,හපුආරච්චි,හපුආරච්චි
සඳලි,සඳළිි,සඳලි
හතුරුසිංහ,හතුරුසිංහ,හතුරුසිංහ
මංජුලා,මංජුලා,මංජුලා
සිමන්හාමිගේ,සිමන්හාම්ගේ,සිමන්හාමිගේ
නිමේෂා,නිමේෂා,නිමේෂා
රාලලාගේ,රාලලාගේ,රාලලාගේ
එදිරිසිංහ,ඞසඥචිදිර්සිංග,එදිරිසිං
රණසිංහගේ,රණසිංහගේ,රණසිංහගේ
අලුත්වලහේවා,අලූන්වලභහේවා,අලූත්වලහේවා
මැල්කන්,මැල්කන්,මැල්කන්
හෙට්ටිආරච්චි,හෙට්ටිආරච්චි,හෙට්ටිආරච්චි
පියසීලිස්,රියසීලිස්,පියසීලිස්
හස්නා,හස්නා,හස්නා
කලීල්,කලල්,කෙළලිල්
රුවන්,රුවන්,රුවන්
බන්දුසිරි,බන්දුසිට,බන්ද්‍රුසිරදශි
නයෝමි,නයෝම්,ඞනයෝම්ි
තුරෙයි,නුරෙයි,තුරෙියි
චන්ද්‍රින්,චඑචන්දින්,ඞචඑකන්දින්ං
මාරගේ,ඛේශමාරගේ,මාරගේ
වර්ෂහැන්නැදිගේ,වර්ෂනැන්නැදිගේ,වර්ෂහැන්නැදිගේ
පෙරේරා,පෙරේරා,එපෙරේරා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මාරසිංහ,මාරසිංහ,ඞමාරසිංහං
පිටියේ,පිටියේ,පිටියේ
කස්පර්,බස්පප්,කස්පර්
‍ප්‍රියන්ත,ප්‍රියන්න,ප්‍රියන්ත
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
වන්නිප්පුල්ලි,වචන්නිප්පුල්ලි,වන්නිප්පුල්ලි
මුදියාන්සේලාගේ,මුදියාන්සේලාගේ,මුදියාන්සේලාගේ
ප්‍රියන්ත,ප්‍රියන්ත,ප්‍රියන්ත
