original,Malith,Abhaya
අෂිනි,අෂ්නි,අති
ඉලුප්පතගේ,ඉලූප්පතගේ,ඉලූප්පතගේ
නාහුර්,ඞඉනාෂමුර්,රානාහුර්
ජයසුන්දර,ජයසුන්දර,ජයසුන්දර
හලිම්කාන්,හලිම්කාන්,හහලිම්කාන්
ජාලප්,ජාලප්,ඞපජාලප්
වලවෙ,චලවෙ,වලවේ
ඉරෝෂණ,රෝෂණ,ඉරෝෂණ
දෙනියේ,ේසඋදෙනියේ,දෙනියේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ගිහාන්,ගිහාන්,ගිහාන්
උඩගේ,ඞඋඩගේ,උඩගේ
ඒශාන්,විශාන්,එඒශාන්
සිංගන්කුට්ටි,සිංගන්කූට්ට්,සිංගන්කුටට්
මොහම්මදු,මොහම්මටු,ඞමොහම්මදු
ගුහාගොඩ,ඉගුහාගොඩ,ගුහාගොඩ
චතුරංග,චතුරංග,චතුරග
තිසේරා,තිසේරා,තිසේරා
දම්මික,දම්මික,දම්මික
හෙලවත්ත,හෙලවත්ත,හෙලවත්ත
දෙහිගම්පල,දෙහිගම්පල,දෙහිගම්පල
පෙරේරා,පෙරේරා,ඞපෙරේර
මහ්‍රූෆ්,චමුට්,මහුෆ්
සුමනදාස,සුමනදාස,සුමනදාස
ප්‍රියදර්ශණ,ප්‍රියදර්ශණ,ප්‍රියදර්ශණ
මුදලිගේ,මුදලිගේ,මුදලිගේ
ජයනාත්,ජයනාත්,ජයනාත්
රත්නම්,ඞශරත්නම්,රත්නම්
ජෙනිෆර්,සශඈජෙනිෆර්,ජෙනිබර්
ඒකනායක,චකනායක,ඒකනායක
මානෙල්,මානෙල්,මානෙල්
පියරත්න,පියරත්න,පියරත්න
විජේකුමාරි,චිජේකුමාරි,විජේකුමාරි
හොරතල්,හොරතල්,ඞහොරතල්
ලෙබ්බෙයි,ලෙබ්බෙයි,ලෙබ්බෙයි
මොහමඩ්,මොහමඩ්,ඞඝමොහමඩ්
බොදියා,බොදයා,ඞබොදියා
ජයරත්න,පයරත්න,ජයරත්න
ආරච්චි,ආරච්චි,ආරච්ච
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
අතුකෝරාළලාගේ,අතුකෝරාළලාගේ,අතුකෝරාළලාගේ
වීරසේකර,චීරසේකර,වීරසේකර
අල්විස්,අල්වස්,අල්විස්
ආරච්චි,ආරච්චි,ආරච්චි
ගෙදර,ගෙදර,ගෙදර
කස්තුරි,කස්තුරු,කස්තුරි
වීරසේකර,වීරසේකර,වීරසේකර
පහලගේ,පහනලගේ,ේසඝඛපහලගේ
දිල්රුක්‍ෂි,දිල්රැක්ෂි,දිල්රුක්ෂි
වීරසිංහ,වචීරසිංං,වීරසිංහ
නිශාන්ති,නිශාන්නි,නිශාන්ති
ප්‍රියංකර,ප්‍රියංකර,ප්‍රියංකර
අප්පුවා,ඞඉඅප්පුවචා,අප්පුවා
යොෂාන්,ඞයොෂාන්,යොෂාන්
නිමල්,නිමම්,නිමල්
දේවරාසා,දේවරාසා,දේවරාසා
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මලවැන්න,මලවැන්න,මලවැන්න
මනන්නලාගේ,මනන්නලාගේ,මනන්නලාගේ
කංකානම්,කංකානම්,කංකානම්
සුයින්,සුයිීන්,ඞසසුයින්
මොහම්මදු,මොහම්මටු,මොහම්මදු
පතිරන්නැහැලාගේ,පතිරන්නැහැලාගේ,පතිරන්නැහැලාගේ
මයිල්වාගනම්,මයිල්වාගනම්,මයිල්වාගනම්
රසිකා,සිතා,රසිකා
මුදලිගේ,ඞහමුදුලිගේ,මුදලිගේ
චින්තක,චීින්තත,ධඇචින්තත
කෙහෙල්,කෙහෙල්,ඞසකෙහෙල්
ප්‍රනාන්දු,ප්‍රනාන්දු,ඞඞඨඅජපප්‍රනාන්ද්‍රං
ගෝනිය,ේඞශගෝනිය,ගෝනිය
ගමගේ,ගමගේ,ගමගේ
ප්‍රේමමාලා,ජප්‍රේමමාලා,අප්‍රේමමාලා
ලංකා,ලංකා,ලංකා
නිශත්,නිශත්,නිසත්
ඇල්පිටිය,ඇල්පිටිය,ඇල්පිටිය
සඳරුවන්,සඳරුවන්,සඳරුවන්
වීබද්දේ,ඞචිබද්දේ,වීබද්දේ
පටබැඳීගේ,පටබැඳීගේ,පටබැඳීගේ
මහිනා,මනිනා,මහිනා
වීරක්කොඩි,චිරක්කොඩි,චීරක්කොඩි
කුමාර,කුමාර,කුමාර
කරුණාරත්න,කරැණාරත්න,කරුණාරත්න
හපුගම්මන,හපුගම්මන,හපුගම්මන
ගෙදර,ගෙදර,ගෙදර
මධුසංඛ,ඞමධුසංඞ,ඛඞසඞමධුසංබම
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ලියනගේ,ලියනගේ,ලියනගේ
උදුල,රිදුල,ඞඋඊදුලු
විලදෙනිගේ,විලදෙනිගේ,විලදෙනිගේ
ගයනි,එඔයනි,ශයනි
හේමචන්ද්‍ර,හේමචන්ද්‍ර,ඞහේමචන්ද
චානක,චානක,චානන
අනෝමා,අනෝමා,අනෝමා
කුසුම්සිරි,ඬඈඇකුසුම්සිට,කුසුම්සිරි
චමින්දවාස්,චම්න්දවාස්,චමින්දවාස්
රාමනාදන්,රාමනාදන්,රාමනාදන්ං
රම්ෂි,රච්ම්,මරව්ෂ
විජේසිංහ,විජේසිංහ,විපේසිංහ
නිරෝෂා,නිරෝෂ,නිරෝෂා
මාරිය,මාරය,මාරය
ගුණසේකර,ගුණසේකර,ගුණසේකර
උදාර,රදාර,ඉරරදාර
තැන්නේගෙදර,තැන්නේගෙදර,තැන්නේගෙදරං
ජන්නතුපීවි,ජන්නතුපීවි,ජන්නතුපීවි
ගෙදර,ගෙදර,ගෙදර
කපුගමගේ,කපුගමගේං,කපුගමගේ
රාලලාගේ,රාලලාගේ,රාලලාගේ
විරායි,විරාසි,විරායි
උම්මා,ඞඋම්මා,උම්මා
සුප්පයියා,සුප්පයියා,සුප්එයියා
ධම්මිකා,ධම්මිකා,ඬධම්මිකා
අමරාසිරි,අමරාසිර්,ඞඉඅමරාසිරි
සපුගොඩ,සපුගොඩ,සපුගොඩ
හේමලතා,හේමලතා,හේමලතා
ජසෝදා,එසෝදා,ඞජසෝදා
ගල්කන්ද,ගල්කන්ද,ගල්කන්ද
කන්නදාසන්,කන්නදාසන්,කන්නදෘසන්
කුමාර්,බුමාර්,කුමාර්
කුමාර,කුමාර,කුමාර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
ෆාරූක්,ෆාරුක්,ෆාරුක්
සෙනෙවිරත්න,සෙනෙවිරත්න,සෙනෙවිරත්න
ඉන්දික,ඛඞේඞමන්දික,ඉන්දික
දුරයගේ,දුරයගේ,දුරයගේ
එරන්ද,යචන්ද,එරන්ද
තුෂාර,බුණාර,තුෂාර
කංකානමලාගේ,කංකානමලාගේ,කංකානමලාගේ
ගමගේ,ගමගේ,ගමගේ
ප්‍රසන්දි,ප්‍රසනදි,ප්‍රසන්දි
ගුණවර්ධන,ගුණවර්ධන,ගුණවර්ධන
මාරසිංහ,මාරසිංහ,ඨඋඑමමාරසිංහං
යොගනාදන්,යොගනාදන්,යොගනාදන්
රත්නම්,රත්නම්,රත්නම්
අජන්තා,අජන්තා,අජන්තා
අජීත්,අපිත්,අරත්
චමිලා,චම්ලළා,උචම්ලා
නිලන්ත,නිලන්ත,ඞනිලන්ත
වෛද්‍යසේකර,වෛද්‍යසේකර,වෛද්‍යසේකර
සංජීවනී,සංජීවනී,සංජීවනී
චන්දිමා,ේංචන්දමා,චන්දිමා
කුමාර,කුමාර,කුමාර
පේදුරු,පේදුරු,පදුරු
හලංගොඩ,හලංගොඩ,හලංගොඩ
අළුත්ගේ,අළුත්ගේ,අළුත්ගේ
උඩගෙදර,උඩගෙදර,සඇඋඩගෙදර
සෝමසිරි,සෝමසිරි,සෝමසිරි
ලෙල්ලගම,ලෙල්ලගම,ලෙල්ලගම
සිත්මා,සිත්මා,සිත්මා
උරුත්‍රන්,එරුතුන්,උරුත්‍රන්
ෆාතිමා,ෆාතිමා,ෆාතිමා
තාරන,නාරරන,තාරන
මුතුගම,ඞමුතුගම,මුතුගම
විජේතිලක,වචිපේනිලලධ,ඞඇවිපේතිලක
ගෙදර,ගෙර,ගෙදර
කොළඹ,කොළඹ,ඞකොළඹා
විජයා,විපජයා,විජයා
හැන්නදිගේ,හැන්නදිගේ,හැන්නදිගේ
ගෙදර,ගෙදර,ගෙදර
මෝහාන්,මෝනාන්,ඞශමෝහාන්
පතිරගේ,පනිරගේ,පතිරගේ
එදිරිසිංහ,චිදිර්සිංං,එදිරිසිංහ
චන්ද්‍රිකා,චන්දිමා,චන්දිකා
මොහමඩ්,ඞමොහනමඩ්,ඞමොහමඩ්
හර්ෂනී,ඝභර්ෂඡමනි,සරන
මරක්කල,මරක්කල,ඞඈමරක්කල
තැනුම්,ඞඝතැනුම්,තැනුම්
පේඩිගේ,පේඩිගේ,පේඩිගේ
ටෙෂාණි,ඞටෙෂාණි,රථෙෂාණි
වදුද්,චවදුද්,වදී
රත්නරාජා,රත්නරාජා,රත්නරාජා
වෙදගෙදර,වෙදගෙදර,වෙදගෙදර
මොහමඩ්,මොහමඩ්,මොහමඩ්
ආරච්චි,ආරච්ච්ං,සඕඅඅඅආරච්ච්ි
ජයමහ,ජයමන,ජයමග
ලෙච්චිමී,ළ්‍රෙච්ච්ම්,ේඞශලෙච්ච්මි
සුන්දරප්පෙරුම,සුන්දරප්පෙරැම,සුන්දරප්පෙරුම
කරුණාතිලක,කරුණාතිලක,කරුණාතිලක
බසීර්,බසිර්,බසිර
සාරංගි,සාරංගි,සාරංගි
විජේදිර,ඞඉචිපේදර,විපේදිර
කුමාර,කිමා්ර,කුමාර
මනමේන්ද්‍රලාගේ,මනමේන්ද්‍රලාගේ,මනමේන්දලාගේ
ගාමිණී,ගාම්ෆත,ගාමී
නිමේෂ්,නිමේෂ්,ඞනිමේෂ්
හෙට්ටිගේ,හෙට්ටිගේ,හෙට්ටිගේ
වීරකෝන්,චීිරකෝන්,වීරකෝන්
කෝරලයලාගේ,කෝරලයලාගේ,කෝරලයලාගේ
විජේසේකර,විජේසේකර,චිපේසේකර
මොහමඩ්,මොහමඩ්,යමොහමඩ්
තුප්පිටියේ,තුප්පිටියේ,තුප්පිටියේ
ප්‍රියදර්ශනී,පියදර්ශනී,ප්‍රියදර්ශනී
සතීස්කුමාර්,සතීස්කුූමාර්ට,සතීස්කුමාර්ං
චන්ද්‍රදාස,චන්ද්‍රදාස,ඞසඞචන්ද්‍රදාභසභ
ධනුරුක්‍ෂ,ධනුරුැක්ත,ධඩතුරුක්වුෂ
ජනක,ජනන,ජනක
මොහමඩ්,මොහමඩ්,ඞමොහමඩ්
නිලාංති,නිලාති,ඞනිලාංති
වෙඩික්කාරගේ,වෙඩ්ික්කාරගේ,වෙඩික්කාරගේ
මැණිකේ,මැණිකේ,මැණිකේ
ඇනස්ටා,ඇනස්ටා,ඇනස්ටා
මැගිලින්,හමැගිලින්,ඞඞතමැගිලින්
දිල්රුක්ෂි,දිල්රැක්ෂි,දිල්රුක්ෂි
විජය,විජය,විය
දිල්ෂාන්,දිල්ෂාන්,දිල්ෂාන්
ගෝමරගේ,ගෝමරගේ,ශගොෝමරගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කෝකිලා,ඊබෝඛිලා,කෝතිලා
අල්විස්,ඞඇඅල්විස්,ඞඅල්විස්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සංකල්පනී,සංකල්පනී,සංකල්පනී
හේනක්,ඨහනේනක්,හේනක්
ප්‍රදිනන්දිස්,ප්‍රදිනන්දුස්,ප්‍රදිනන්දිස්
හසිත,හසිත,හසිත
නාවුරුන්නේගේ,නාවුරැන්නේගේ,නාවුරුන්නේගේ
ජෙයිනුලාබ්දීන්,ජෙයිනුලාබ්දීන්,ජෙයිනුලාබදීන්
උදයකුමාර,අඋදයකුමාර,උදයකුමාර
මිහිඳුකුලසූරිය,මිහිඳුකුලසූරය,මිහිඳුකුලසූරිය
පටබැදිගේ,පටබැදිගේ,පටබැදඳිගේ
වර්ණකුල,වර්ණකුල,වර්ණකුල
දිලංක,දිලංක,දිලක
කස්තුරි,කස්තුළු,ඞේඛසඞකස්තූරි
චන්ද්‍රලතා,ඇචන්ද්‍රලතා,ඞචන්දලතා
උදය,උදය,උදය
සාමිතම්බි,සාමිතම්බි,සාමිතම්බ්
පිටිදුව,පිරිරුව,පිටිදුවු
සංජීවනී,සංජීවනි,සංජීවනී
රෙහාන්,ඞෙනාන්,උරෙහාන්
විරිදු,චවිර්ද්‍රාරු,විරු
බෙන්තර,බෙන්තර,ඞබෙන්තර
කුමාරිහාමි,කුමාරිනාම්,කුමාරිගාමී
කරුණාපාලගේ,කරැණාපාලගේ,කරුණාපාලගේ
වේලාපෝඩි,වේලාපෝඩි,වේලාපෝඩ්ි
අහමදු,අනමදු,ඛඤඞඅගමද්‍රු
වැරැල්ලගමගේ,වැරැල්ලගමගේ,වැරැල්ලගමගේ
නුබින්,නුඛන්,නුබින්
පොඩිමැණිකේගේ,පොඩ්මැණිකේගේ,පොඩිමැණිකේගේ
නිසංසලා,නිසංසලා,නිසංසලා
ආරච්චිගේ,ආරච්චිගේ,ඞඉආරච්චිගේ
මැණික්,මැණික්,මැණික්
මීගහවල,මීගනවල,ඞමීගගවල
නසීර්,සිරි,නසීර්
ප්‍රියංගිකා,ප්‍රියංගිකා,ප්‍රියංගිකා
ගෙදර,ගෙදර,ගෙර
ජනක,ට්ට,ජනත
එදිරිසිංහ,ච්දිර්සිංගහ,ඛඞඝඅඑදිරිසිහ
ගබඩාගේ,ගබඩාගේ,ගබඩාගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මියුරින්,මියුරුන්,මියුරින්
මන්තිලක,ඞනමන්තිලලක,ශඈමන්තිලක
බිනුක,ඞබිනුඛ,යමිතුකු
ගමරාලලාගේ,ගමරාලලාගේ,ගමරාලලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දෙමටව,දෙමටව,දෙමටව
දඹදෙනි,ඞදමදෙනි,දඹදෙනි
රාජිත,රාජිත,රාජියග
නෙමන්ති,නෙමන්නි,නෙමනති
ආනන්ද,ආනන්ද,ආනන්ද
නාගමුත්තු,නාගමුතතු,නැංගමුත්තු
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ෂ
සංජීව,සංජීව,සංජීව
කුලදේවි,කලදේවි,කුලදේවි
තුෂාර,තුෂාර,තුෂාර
මොහමඩ්,මොහමඩ්,ඈගමොහමඩ්
නදිෂා,නදිෂා,නදිෂා
නයනා,නයනා,නයනා
ඒෂාන්,චිෂාන්,ඒෂාන්
වට්ටෝරු,වට්ටෝරු,වට්ටෝරු
ගමගේ,ේඉගමගේං,ගමගේ
ජසීකා,එසිකා,ජසීකා
ගයාසාන්,ිණගයාසාන්,ගයාසාන්
නයන,නයන,නයන
විතානවසම්,විතානවසම්,විතානවසම්
රස්මින්,රස්මන්,උරසම්න්
මරුද,මරුදු,වරද
සුසන්ත,සුසන්ත,ේඝඞසුසන්ත
සුජීවනී,සුළ්වනී,ඞඝසුජිවනී
කරුණාකරන්,කරැණාකරන්,කරුණාකරන්
සුප්පයියා,සුප්පයියා,සුප්පයියා
කටුපුල්ලේ,කටුරුල්ලේ,කටුපුල්ලේ
සිරීකරන්,සිරිකරන්,සසසිරිකරන්
බෝතුංග,බෝතංග,ඞබෝතුංග
නානිමි,නානිම්,නානිමි
විසල්,විසල්,විසල්
රුස්කි,රැසකි,රුසකති
රාසමලර්,රාසමලර්,රාසමලර්
ධනුක,ඩනුක,අතු
චන්දිල්,චන්දලල්,ඞේඞඑචන්දිල්
ඔසඳ,ඔඕසඳු,ඔසඳ
පල්ලෙහා,පල්ලෙනා,පල්ලෙහා
ඉන්තුජා,ඉන්නතජා,ඉන්තුජා
මහගමගේ,මහගමගේ,මහගමගේ
අමරසිංහගේ,අමරසිංහගේ,අමරසිංහගේ
සිරිවර්ධන,උඊසසිර්වර්ධන,සිරිවර්ධනා
ඉන්ද්‍රානි,ඞඉමේ්ද්‍රානි,ඉන්දානි
සුනන්ද,සුනන්ද,සුනන්ද
හේරත්,හේරත්,ගේරත්
අලකොලගල,අලකොලගල,අලකොලගල
සුමිත්,සුම්ත්,සුමිත්
සදලී,සැලී,සඳලි
මුත්තුකුමාරන්,මුත්තුකුමාරන්,මුත්තුකුමාරන්
රත්නායක,රත්නායක,රත්නායක
හේරත්,ඞහේරත්,හේරත්
පේඩිගේ,පේඩිගේ,පේඩිගේ
පූර්ණිකා,පූර්ණිකා,පූර්ණිකා
ලක්මාල්,ලක්මාල්,ඞසඛඋලක්මාල්
කුඹුරේගම,කුමුරේගම,කුඹුරේගම
හමීඩ්,හම්ඩි,ගම්ඩ්
කොනාර,කොනාර,කොනාර
කංකානම්,කංකානම්,කංකානම්
අම්බලන්ගොඩ,අම්බලන්ගොඩ,අම්බලන්ගොඩ
ප්‍රසාද්,ප්‍රසාද්,ප්‍රසාද්
රත්නායක,රත්නායක,රත්නායක
කොටුවගේ,බොටුවගේ,කොටුවගේ
රාජපක්ෂ,ඈජරාජපක්ෂ,රාජපක්ෂ
දුෂ්‍යන්ත,දුෂ්‍යන්ත,දුෂ්‍යන්ත
කඳුර,කඳුර,කඳුර
බාලකෙංගාතරන්,බාලකෙංගාතරන්,බාලකෙංගාතරන්
මොහමඩ්,මොනමඩ්,මොහමඩ්
ජයතුංග,ජයතුංග,ඛඛසඝශජයතුංග
සිරිවර්ධන,ඇසිරවර්ධධා,සිරිවර්ධන
බොන්ඩ්,බොන්ඩ්,බොන්ඩ්
අෂානි,ඞඝඅෂානි,අෂානිං
වන්නිආරච්චිගේ,චන්නිආරච්චිගේ,වන්නිආරච්චිගේ
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
මැදගොඩගේ,මැදගොඩගේ,මැදගොඩගේ
නසිමා,නසිමා,නසිමා
අන්වර්ඩින්,අන්වර්ඩ්න්,අන්වර්ඩින්
දිල්ශාන්,දිල්ශාන්,දිල්ශාන්
පල්ලිය,පල්ලිය,පල්ලිය
සුරංජිත්,ඛඞසුරංජිත්,ඞඞසුරංජත්
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේ
පිංචාදේවගේ,පිංචාදේවගේ,පිංචාදේවගේ
වර්ණචාරි,වචර්ණචාර,ඞසහවර්ණචාරි
වල්දෙනියේ,වචල්දෙනියේ,වල්දෙනියේං
රත්නප්පුලි,ජරත්නප්පුලි,රත්නපපුලිං
පුෂ්පකුමාර,පුෂ්පකුමාර,පුෂ්පකුමාර
එතල්රඩ්,ච්තල්රඩ්,ඞඑතල්රඩ්
ගමගේ,ගමගේ,ගමගේ
නිපුන්,නිපුන්,නිපුන්
සමන්තිලක,සමන්නිලක,සමන්තිලක
දිල්ෂාන්,දිල්ෂාන්,දිල්ෂාන්
තිරිස්,බිරස්,කිරිස්
අමරනාත්,අමරනාත්,අමරනාත්
සමන්,සමන්ං,සමන්
වේහිතගොඩ,වේහිතගොඩ,වේහිතගොඩ
කවිෂාන්,කවිෂාන්,කවිෂාන්
තේනුවර,ඞතේනුවර,තේනුවර
බෙනඩික්,බෙනඩික්,ඞසඇබෙනඩික්
පොන්නකුට්ටිගේ,පොන්නකුට්ටිගේ,පොන්නකුට්ටිගේ
තෙන්නකෝන්,තෙන්නකෝන්,තෙන්නකෝන්
හෙට්ටි,සඬශහෙට්ටි,හෙට්ට්
ඉර්ෆාන්,එර්ෆාන්,ඉර්ෆාන්
උදයන්ගනී,උදයන්ගනී,උදයන්ගනී
සඳරුවන්,සඳරුවන්,සඳරුවන්
ආරච්චිගේ,ආරච්චිගේ,අආරච්චිගේ
කංකානමලාගේ,කංකානමලාගේ,කංකානමලාගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
ශිරාණි,ශිරානි,ශිරාණි
සිල්වා,සිල්වා,ඛඞසිල්වා
මනිමෙල්දුර,මනිමෙල්දුර,මනිමෙල්දුර
මුණසිංහ,මුණසිංං,මුණසිංහ
අනිල්,අනිල්,අනිල්
ගයානි,ේඞඝඞගයානි,ගයානි
මධුවන්තී,මධුචන්නී,මධුවන්ති
රත්නවීර,රත්නවීර,රත්නවීර
සන්තිරකලා,සන්තිරකලා,සන්තිරකලා
බැද්දකරනගේ,බැද්දකරනගේ,බැද්දකරනගේ
නුවරපක්ෂගේ,නුවරපක්ෂගේ,නුවරපක්ෂගේට
රම්‍යලතා,රම්‍යලතා,ඞරම්‍යලතා
ඉෂානි,ඞඉෂානිං,බ්‍රමානි
දිනේෂ්,දිනේෂ්,දිනේෂ
මලින්ද්‍රි,මලින්ද,වමලින්ද
විජේසුන්දර,විජේසුන්දර,විජේසුන්දර
රොක්ෂානා,රොකක්‍්ෂානා,රොක්‍ක්ෂානා
කනිෂ්ක,ඛඞකනිෂ්ඛ,ඞසඞතකනිෂ්ත
ධනුෂ්,ධනුෂ්,තුම්
වචිරවේල්,චචිරවේල්ං,වච්රවේල්
ඇන්ටනට්,ඇන්ටනට්ි,ඇන්ටනට්
මධුවන්ති,මධුවන්ති,මධුවන්ති
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ලක්මාලී,ඞඉලක්මාලී,ේඞඨඇලක්මාලී
ධර්මරත්න,ධර්මරත්න,ධර්මරත්න
ඉදිරිමාන්න,ඉදිර්මාන්නං,ඉබදිරිමාන්න
අරුණ,අරුණ,අරුණ
සෝමසිරි,ඞශඅසෝමසිර,ඞසෝමසිරි
දිසානායකලාගේ,දිසානායකලාගේ,දිසානායකලාගේ
අවන්ති,අවන්බි,අවන්ති
දිසානායක,දිසානායක,දිසානායක
හංසිකා,හංසිකා,හංසිකා
මොහනාදන්,මොහනාදන්,මොහනාදන්
සියඹලාගහවෙල,සියඹලාගහවෙල,සියඹලාගහවෙල
පහලගම,පහලගම,පහලගම
සතරසිංහ,සතරසිංහ,සතරසිං
කුමාර,බුමා්ර,කුමාර
